IED_COUNTER, IED_INTERPOLATED, IED_AF3, IED_F7, IED_F3, IED_FC5, IED_T7, IED_P7, IED_O1, IED_O2, IED_P8, IED_T8, IED_FC6, IED_F4, IED_F8, IED_AF4, IED_RAW_CQ, IED_GYROX, IED_GYROY, IED_MARKER, IED_TIMESTAMP 
191,0,4256.03,4162.44,4239.23,4295.13,4405.26,4248.72,4231.67,4243.33,4260.9,4266.28,4288.33,4254.62,4275.26,4282.69,3525,8208,8124,0,78.2742,
192,0,4252.05,4159.49,4235.26,4297.95,4399.1,4243.21,4221.28,4238.21,4255.9,4263.59,4283.97,4247.56,4280,4281.41,3575,8208,8124,0,78.2781,
193,0,4253.46,4149.87,4240.13,4289.87,4394.74,4240.13,4218.33,4235.64,4253.46,4262.69,4282.31,4244.87,4282.44,4279.49,3272,8200,8130,0,78.282,
194,0,4258.33,4138.97,4248.46,4276.54,4395.51,4240.13,4223.08,4237.31,4255.51,4263.72,4284.1,4246.28,4282.05,4278.21,3552,8200,8130,0,78.2858,
195,0,4262.18,4134.49,4254.1,4266.28,4401.54,4243.08,4232.44,4243.08,4261.03,4265.9,4287.95,4249.87,4280.26,4278.21,3525,8197,8126,0,78.2897,
196,0,4262.18,4140.9,4254.87,4265,4409.87,4248.46,4242.95,4251.03,4267.31,4268.85,4291.92,4254.1,4279.49,4279.23,3575,8197,8126,0,78.2936,
197,0,4258.97,4153.97,4252.56,4271.92,4416.28,4254.74,4251.15,4258.08,4271.28,4272.31,4294.1,4257.44,4280.9,4280.9,3272,8199,8138,0,78.2974,
198,0,4254.87,4163.72,4249.1,4280.64,4416.54,4259.23,4255.26,4261.41,4271.15,4275.64,4293.59,4258.59,4283.21,4281.15,3552,8199,8138,0,78.3013,
199,0,4251.28,4162.05,4245,4284.49,4409.87,4259.49,4254.87,4260.13,4267.56,4277.44,4290.9,4256.67,4283.85,4278.97,3525,8192,8127,0,78.3052,
200,0,4248.97,4150.51,4241.03,4281.92,4400.9,4255.26,4252.05,4256.03,4263.85,4276.92,4287.95,4252.69,4281.92,4275.51,3575,8192,8127,0,78.309,
201,0,4248.85,4137.95,4240.26,4277.56,4396.92,4249.87,4249.74,4251.92,4263.85,4275.26,4287.69,4249.36,4279.1,4273.21,3272,8205,8119,0,78.3129,
202,0,4251.79,4133.85,4244.74,4276.54,4401.92,4247.31,4250.51,4250.13,4268.97,4275.38,4291.54,4249.62,4278.21,4274.62,3552,8205,8119,0,78.3168,
203,0,4257.69,4140.38,4253.59,4279.23,4412.56,4250.38,4254.74,4251.28,4276.67,4279.62,4298.08,4254.36,4280.77,4279.36,3525,8206,8134,0,78.3207,
204,0,4265.26,4152.18,4262.31,4281.28,4421.03,4258.08,4260.64,4254.1,4282.95,4287.05,4304.23,4261.15,4285.64,4285.26,3575,8206,8134,0,78.3245,
205,0,4271.79,4161.15,4266.41,4280,4421.67,4266.41,4264.87,4256.28,4284.36,4293.33,4306.79,4266.28,4289.87,4289.23,3272,8193,8127,0,78.3284,
206,0,4274.74,4162.44,4264.74,4277.69,4415.9,4270.26,4264.36,4255.77,4280.26,4293.72,4304.49,4266.28,4290.38,4289.23,3552,8193,8127,0,78.3323,
207,0,4272.69,4156.79,4260.38,4278.33,4410.13,4266.67,4258.33,4252.05,4272.05,4286.41,4298.21,4260.9,4286.41,4285.51,3525,8206,8133,0,78.3361,
208,0,4267.69,4149.49,4256.79,4283.33,4410.64,4258.21,4251.15,4247.44,4263.46,4275.38,4291.03,4254.1,4280.38,4280.64,3575,8206,8133,0,78.34,
209,0,4263.33,4146.15,4255.77,4289.49,4417.95,4251.15,4249.23,4245.64,4258.59,4267.56,4286.79,4251.15,4276.54,4277.56,3272,8200,8134,0,78.3439,
210,0,4262.82,4148.46,4256.67,4292.69,4427.31,4250,4255.13,4248.08,4259.87,4267.69,4287.05,4254.36,4276.92,4278.21,3552,8200,8134,0,78.3477,
211,0,4265.13,4154.49,4258.33,4291.15,4432.18,4254.1,4264.36,4252.44,4265.64,4274.49,4290.51,4260.64,4279.87,4281.54,3525,8205,8137,0,78.3516,
212,0,4267.18,4159.62,4259.36,4286.54,4429.87,4258.59,4269.1,4255,4271.03,4281.67,4292.95,4264.49,4281.15,4284.62,3575,8205,8137,0,78.3555,
213,0,4266.03,4160.26,4258.33,4281.79,4421.92,4258.97,4264.87,4253.59,4271.15,4282.44,4291.28,4262.18,4277.82,4283.97,3272,8205,8125,0,78.3594,
214,0,4261.54,4156.03,4255.26,4278.08,4412.82,4255.13,4254.49,4249.36,4264.49,4274.74,4285.13,4255.13,4270.38,4278.85,3552,8205,8125,0,78.3632,
215,0,4256.03,4149.49,4252.05,4274.23,4406.28,4250,4245.77,4245.26,4254.62,4263.08,4277.31,4247.56,4262.44,4271.92,3525,8211,8136,0,78.3671,
216,0,4251.67,4144.1,4251.41,4268.97,4402.44,4246.54,4245,4243.85,4247.31,4253.97,4271.15,4243.08,4257.56,4266.79,3575,8211,8136,0,78.371,
217,0,4248.97,4141.67,4253.72,4263.72,4400.13,4245.51,4251.92,4245.38,4246.15,4251.28,4268.08,4242.44,4257.05,4265.13,3272,8201,8136,0,78.3748,
218,0,4247.95,4142.31,4256.41,4262.31,4397.56,4246.28,4261.03,4247.82,4250.64,4254.1,4268.08,4243.85,4259.49,4266.03,3552,8201,8136,0,78.3787,
219,0,4249.36,4144.87,4256.03,4267.82,4394.74,4247.95,4266.41,4248.85,4256.28,4258.85,4271.41,4245.77,4263.21,4268.59,3525,8198,8126,0,78.3826,
220,0,4253.97,4148.72,4252.95,4279.1,4392.69,4251.03,4266.28,4247.82,4259.36,4262.82,4278.08,4248.33,4267.82,4273.21,3575,8198,8126,0,78.3864,
221,0,4261.54,4153.21,4251.03,4290.13,4393.08,4255.51,4263.72,4245.64,4259.49,4265.9,4287.56,4252.82,4274.1,4280.26,3272,8206,8135,0,78.3903,
222,0,4268.97,4157.82,4253.97,4294.49,4397.18,4260.38,4262.56,4243.85,4258.59,4269.1,4296.67,4259.74,4282.05,4288.46,3552,8206,8135,0,78.3942,
142,0,4224.49,4215.77,4217.56,4221.54,4201.41,4192.95,4195.51,4204.1,4205.51,4201.03,4211.79,4192.69,4187.18,4217.69,3540,8206,8135,0,79.0753,
143,0,4222.31,4210.13,4215.77,4216.03,4190.26,4187.31,4193.33,4200.51,4201.41,4199.36,4207.05,4187.69,4185.38,4214.74,3517,8187,8150,0,79.0791,
144,0,4224.1,4204.74,4217.95,4220.38,4187.18,4185.51,4194.1,4198.21,4199.62,4198.97,4204.23,4187.31,4186.41,4215,3564,8187,8150,0,79.083,
145,0,4226.41,4201.92,4222.44,4229.62,4191.03,4186.67,4196.54,4197.82,4200.64,4199.36,4203.72,4191.41,4188.21,4216.54,3279,8187,8153,0,79.0869,
146,0,4226.03,4201.28,4225.9,4235.9,4196.03,4188.21,4198.85,4198.08,4202.31,4198.59,4204.49,4196.79,4188.97,4216.67,3540,8187,8153,0,79.0908,
147,0,4222.44,4200.64,4226.28,4234.36,4196.28,4188.97,4199.62,4196.54,4201.28,4195.51,4204.36,4199.23,4187.44,4214.49,3517,8185,8154,0,79.0946,
148,0,4217.95,4197.44,4224.1,4227.18,4190.38,4189.62,4198.21,4192.44,4196.41,4190.38,4202.05,4197.56,4183.33,4210.38,3564,8185,8154,0,79.0985,
149,0,4215.26,4190.51,4221.15,4219.62,4182.31,4191.79,4195.9,4186.92,4189.74,4184.62,4198.46,4193.08,4177.31,4205.77,3279,8184,8152,0,79.1024,
150,0,4215,4182.31,4217.69,4216.28,4177.56,4195.26,4194.49,4182.56,4184.87,4180.77,4195,4188.33,4171.28,4201.54,3540,8184,8152,0,79.1062,
151,0,4215.77,4177.05,4214.1,4217.82,4179.1,4199.1,4196.41,4182.05,4184.74,4180.9,4193.46,4185.51,4167.69,4198.85,3517,8180,8155,0,79.1101,
152,0,4215.51,4177.56,4211.41,4222.05,4185.64,4202.69,4202.69,4185.9,4189.74,4185.26,4194.74,4185.38,4168.72,4198.72,3564,8180,8155,0,79.114,
153,0,4213.97,4182.95,4211.54,4225,4192.44,4205.26,4211.67,4192.95,4197.44,4192.18,4198.46,4187.18,4174.23,4201.28,3279,8184,8150,0,79.1178,
154,0,4211.54,4188.85,4214.23,4223.97,4195.13,4206.28,4218.72,4200.26,4204.1,4198.21,4202.95,4189.23,4181.41,4205,3540,8184,8150,0,79.1217,
155,0,4208.21,4190.64,4216.41,4218.59,4192.69,4204.74,4219.74,4204.1,4206.15,4200.64,4205.13,4189.49,4185.51,4206.67,3517,8184,8159,0,79.1256,
156,0,4203.21,4187.05,4214.87,4211.41,4187.05,4201.41,4213.85,4203.33,4202.56,4197.82,4203.08,4187.56,4183.46,4204.1,3564,8184,8159,0,79.1295,
157,0,4197.05,4179.74,4209.36,4205.38,4181.28,4197.44,4205.13,4198.59,4195.38,4191.28,4197.05,4184.1,4175.13,4197.44,3279,8193,8158,0,79.1333,
158,0,4191.41,4172.05,4203.33,4202.82,4176.28,4193.97,4198.46,4192.31,4188.72,4183.59,4189.1,4180,4164.23,4189.62,3540,8193,8158,0,79.1372,
159,0,4187.95,4166.92,4200.51,4203.72,4172.05,4191.67,4196.54,4186.79,4184.62,4177.69,4182.56,4175.38,4155.64,4184.23,3517,8185,8161,0,79.1411,
160,0,4187.44,4166.28,4201.41,4207.18,4168.72,4190.64,4197.44,4183.21,4183.08,4174.74,4179.36,4171.03,4152.56,4182.56,3564,8185,8161,0,79.1449,
161,0,4189.74,4169.23,4203.85,4211.41,4167.56,4190.51,4198.21,4182.31,4182.82,4174.23,4179.49,4168.33,4155.13,4183.59,3279,8189,8161,0,79.1488,
162,0,4193.72,4173.08,4205.51,4215,4168.59,4190.51,4196.67,4183.97,4182.82,4174.74,4181.28,4168.85,4159.74,4185.77,3540,8189,8161,0,79.1528,
163,0,4197.56,4175.77,4206.15,4217.44,4169.74,4189.49,4193.85,4187.44,4183.46,4175.13,4183.21,4172.56,4163.33,4187.95,3517,8202,8149,0,79.1566,
164,0,4200.13,4177.56,4207.31,4218.21,4168.97,4187.31,4191.92,4191.03,4185.13,4175.38,4185.26,4177.69,4164.74,4189.74,3564,8202,8149,0,79.1605,
165,0,4201.92,4180.77,4209.36,4217.82,4165.77,4185.38,4192.82,4194.1,4188.59,4176.28,4188.33,4182.56,4166.28,4191.79,3279,8195,8149,0,79.1644,
166,0,4204.23,4187.31,4211.67,4217.69,4161.79,4185,4196.15,4196.79,4193.85,4179.49,4193.97,4186.41,4170.51,4195.77,3540,8195,8149,0,79.1683,
167,0,4208.08,4195.77,4213.46,4219.49,4158.46,4186.28,4200.13,4199.62,4199.62,4184.74,4201.54,4189.74,4177.31,4201.92,3517,8192,8149,0,79.1721,
168,0,4212.44,4201.41,4214.74,4222.95,4155.64,4188.33,4202.44,4201.79,4202.95,4190,4208.72,4192.69,4183.72,4208.21,3564,8192,8149,0,79.176,
169,0,4214.74,4200.26,4216.03,4226.15,4151.79,4189.49,4202.05,4202.31,4201.41,4192.05,4211.54,4194.36,4186.03,4211.41,3279,8201,8152,0,79.1799,
170,0,4213.21,4193.21,4217.05,4226.28,4145.38,4189.23,4199.23,4200.51,4195.38,4189.74,4208.08,4193.46,4183.21,4209.74,3540,8201,8152,0,79.1837,
171,0,4208.46,4186.15,4216.41,4222.69,4136.41,4187.56,4195.26,4197.18,4188.46,4184.36,4200.13,4189.87,4177.18,4204.62,3517,8196,8156,0,79.1876,
172,0,4203.08,4184.36,4213.21,4216.67,4126.79,4184.74,4191.03,4193.85,4184.49,4178.33,4191.92,4184.62,4170.77,4198.97,3564,8196,8156,0,79.1915,
173,0,4199.1,4188.46,4208.85,4210.26,4118.46,4181.41,4187.18,4191.54,4184.62,4173.85,4186.54,4179.49,4165.64,4194.23,3279,8195,8152,0,79.1954,
174,0,4196.15,4194.36,4205.38,4205.26,4112.05,4177.44,4184.74,4190,4186.28,4171.03,4183.85,4175.38,4161.67,4189.74,3540,8195,8152,0,79.1992,
175,0,4193.08,4196.79,4203.85,4202.44,4106.67,4173.08,4183.72,4188.08,4185.51,4168.21,4181.54,4172.05,4157.31,4184.23,3517,8197,8152,0,79.2031,
176,0,4189.23,4193.72,4203.21,4201.28,4100.64,4169.49,4183.97,4185.13,4180.13,4163.46,4177.44,4169.1,4151.54,4178.08,3564,8197,8152,0,79.207,
177,0,4185.51,4187.82,4202.05,4199.49,4093.21,4168.08,4184.74,4180.9,4171.41,4156.54,4171.67,4166.03,4145.13,4173.08,3279,8203,8156,0,79.2108,
178,0,4183.08,4184.36,4200.51,4195.13,4085.77,4168.97,4185.13,4176.28,4162.69,4150.38,4165.77,4163.08,4139.62,4170.51,3540,8203,8156,0,79.2147,
179,0,4181.79,4187.82,4199.74,4187.95,4079.62,4171.03,4184.62,4172.31,4156.79,4147.82,4161.41,4160.38,4136.79,4169.87,3517,8200,8152,0,79.2186,
180,0,4180.77,4197.82,4199.87,4180.64,4076.15,4173.08,4183.72,4170.38,4154.87,4149.87,4159.1,4158.08,4136.92,4169.49,3564,8200,8152,0,79.2225,
181,0,4178.72,4210.13,4198.59,4176.54,4075.26,4174.36,4182.95,4170.64,4155.38,4154.23,4158.33,4155.64,4138.08,4167.69,3279,8198,8155,0,79.2263,
182,0,4175.38,4220.26,4194.23,4177.18,4075.38,4175.13,4182.31,4171.54,4156.03,4157.31,4157.82,4152.56,4138.46,4163.97,3540,8198,8155,0,79.2302,
183,0,4171.41,4227.05,4187.69,4180.51,4074.87,4174.74,4180.64,4170.64,4154.23,4156.15,4156.41,4148.21,4136.92,4158.85,3517,8198,8151,0,79.2341,
184,0,4168.21,4232.82,4182.44,4183.21,4071.67,4172.69,4176.67,4166.79,4149.23,4150.64,4153.59,4143.33,4133.21,4153.72,3564,8198,8151,0,79.238,
185,0,4166.28,4240.26,4181.15,4182.95,4064.62,4168.33,4170.51,4161.28,4142.95,4143.08,4149.87,4139.1,4127.82,4149.23,3279,8188,8151,0,79.2418,
186,0,4164.23,4250.38,4182.44,4178.97,4054.1,4162.44,4163.21,4156.28,4137.31,4137.18,4145.9,4136.15,4121.41,4145.26,3540,8188,8151,0,79.2457,
187,0,4160.26,4262.56,4182.95,4172.56,4043.08,4156.41,4156.15,4153.85,4133.85,4134.49,4142.05,4133.59,4115.26,4141.03,3517,8181,8160,0,79.2496,
188,0,4153.97,4275.38,4181.03,4166.15,4035.51,4152.44,4150.9,4153.59,4132.44,4134.23,4138.08,4130.26,4111.28,4136.28,3564,8181,8160,0,79.2534,
189,0,4147.44,4287.95,4178.08,4162.44,4033.08,4151.54,4148.08,4153.97,4132.44,4135,4134.74,4125.9,4110.9,4132.56,3279,8176,8157,0,79.2573,
190,0,4144.1,4300.38,4176.41,4162.69,4034.23,4153.08,4148.08,4153.08,4133.08,4135.9,4133.59,4121.41,4113.59,4131.79,3540,8176,8157,0,79.2612,
191,0,4145.38,4312.56,4176.79,4166.03,4035.38,4155.38,4150,4151.15,4133.85,4136.54,4135.26,4119.23,4117.82,4134.1,3517,8179,8157,0,79.2651,
192,0,4149.87,4324.1,4178.59,4170,4033.85,4156.15,4152.44,4150.77,4134.87,4136.54,4138.08,4120.26,4121.15,4137.69,3564,8179,8157,0,79.2689,
193,0,4154.74,4333.97,4181.15,4172.31,4029.49,4155,4153.97,4153.85,4136.54,4135.77,4139.74,4123.85,4122.31,4139.74,3279,8177,8149,0,79.2728,
194,0,4157.95,4341.28,4184.23,4172.44,4024.74,4152.56,4153.97,4159.49,4139.49,4135.13,4139.1,4128.08,4121.92,4139.74,3540,8177,8149,0,79.2767,
195,0,4159.87,4346.03,4187.31,4171.79,4022.44,4150.77,4153.08,4164.74,4143.21,4135.26,4138.33,4131.92,4122.44,4139.74,3517,8176,8165,0,79.2805,
196,0,4161.92,4349.1,4188.85,4172.31,4023.46,4151.28,4152.56,4167.31,4147.31,4136.79,4140,4135,4125.64,4142.31,3564,8176,8165,0,79.2844,
197,0,4163.85,4351.41,4187.31,4174.1,4025.64,4153.85,4153.33,4167.18,4151.03,4138.97,4144.74,4137.69,4130.9,4147.56,3279,8186,8155,0,79.2883,
198,0,4164.62,4352.18,4183.46,4175.26,4025.13,4156.15,4154.87,4166.03,4153.46,4140.77,4150.26,4139.36,4135.51,4152.82,3540,8186,8155,0,79.2922,
199,0,4163.46,4349.62,4180.13,4174.36,4019.62,4155.51,4156.03,4164.62,4153.85,4141.03,4153.08,4139.62,4137.05,4155,3517,8176,8152,0,79.296,
200,0,4161.28,4343.85,4179.62,4171.67,4010.26,4151.54,4155.9,4163.21,4152.05,4139.74,4151.03,4138.33,4134.36,4152.82,3564,8176,8152,0,79.2999,
201,0,4159.23,4338.08,4181.67,4168.46,4001.67,4146.28,4154.23,4161.28,4148.46,4137.82,4145.26,4136.54,4128.72,4147.69,3279,8178,8163,0,79.3038,
202,0,4157.69,4336.54,4183.72,4166.79,3997.56,4142.44,4151.67,4158.59,4143.97,4136.54,4139.62,4135.26,4123.72,4142.69,3540,8178,8163,0,79.3076,
203,0,4156.79,4341.15,4183.97,4167.82,3998.21,4142.18,4149.36,4155.77,4139.74,4136.79,4136.79,4135.13,4121.41,4140.51,3517,8179,8162,0,79.3115,
204,0,4157.31,4350.26,4182.69,4171.54,4001.41,4145.51,4149.1,4153.59,4137.31,4137.56,4137.56,4135.51,4121.79,4142.05,3564,8179,8162,0,79.3154,
205,0,4159.23,4359.49,4181.92,4175.77,4004.23,4151.15,4151.41,4153.08,4137.31,4137.82,4139.87,4136.28,4123.46,4145.77,3279,8183,8148,0,79.3193,
206,0,4161.54,4364.87,4182.31,4177.18,4005.38,4156.28,4155.77,4154.1,4138.85,4136.67,4141.28,4137.18,4124.62,4149.23,3540,8183,8148,0,79.3231,
207,0,4163.08,4365,4183.72,4174.1,4005.13,4158.72,4160.38,4155.64,4140.26,4135.26,4141.15,4138.33,4124.87,4150.77,3517,8184,8161,0,79.327,
208,0,4164.23,4361.54,4185.64,4168.59,4004.49,4158.21,4163.97,4157.05,4140.77,4135.64,4140.77,4139.36,4125.13,4150.77,3564,8184,8161,0,79.3309,
209,0,4166.54,4357.31,4187.82,4165,4004.1,4156.67,4166.28,4157.44,4140.26,4138.97,4142.56,4139.62,4126.54,4150.51,3279,8193,8154,0,79.3347,
210,0,4169.74,4355.64,4189.36,4166.67,4004.49,4156.03,4167.82,4157.31,4139.87,4144.87,4147.56,4138.97,4130,4150.9,3540,8193,8154,0,79.3386,
211,0,4171.67,4357.05,4188.72,4172.31,4005.26,4157.18,4168.97,4158.08,4140.9,4151.03,4153.72,4137.95,4134.49,4152.05,3517,8193,8146,0,79.3425,
212,0,4170,4360,4184.62,4176.92,4005.51,4159.1,4170.13,4161.03,4144.23,4155.64,4157.69,4137.31,4138.33,4153.08,3564,8193,8146,0,79.3464,
213,0,4165.26,4361.15,4178.72,4176.03,4004.23,4160.51,4170.38,4166.03,4149.74,4158.08,4157.82,4137.18,4139.87,4153.21,3279,8200,8142,0,79.3502,
214,0,4160.64,4358.59,4175,4170,4001.15,4160.9,4168.97,4171.15,4155.9,4159.1,4155.38,4137.18,4139.36,4152.56,3540,8200,8142,0,79.3541,
215,0,4160,4353.08,4176.54,4164.1,3997.82,4160.77,4166.67,4174.87,4161.15,4159.62,4153.21,4136.92,4138.46,4152.18,3517,8202,8148,0,79.358,
216,0,4163.46,4348.46,4182.05,4163.21,3996.54,4161.67,4165.64,4176.67,4165.13,4160.51,4153.46,4137.05,4138.59,4152.69,3564,8202,8148,0,79.3618,
217,0,4168.46,4348.08,4186.41,4167.69,3998.21,4164.49,4167.56,4176.79,4167.69,4161.41,4155.9,4137.82,4139.87,4154.23,3279,8208,8149,0,79.3657,
218,0,4171.28,4351.92,4186.28,4172.56,4001.67,4168.33,4171.54,4175.38,4168.85,4161.67,4158.59,4139.23,4140.9,4155.51,3540,8208,8149,0,79.3696,
219,0,4169.87,4357.31,4182.18,4172.31,4004.74,4170.51,4174.1,4172.95,4168.85,4160.9,4159.1,4139.74,4140.51,4155.13,3517,8193,8159,0,79.3735,
220,0,4164.74,4360.9,4178.08,4166.28,4006.03,4168.85,4172.44,4171.28,4168.59,4159.36,4156.67,4138.08,4138.59,4153.08,3564,8193,8159,0,79.3773,
221,0,4158.33,4361.03,4175.77,4159.49,4005.64,4163.85,4166.41,4171.54,4168.72,4157.95,4152.82,4133.85,4136.67,4151.15,3279,8195,8143,0,79.3812,
222,0,4153.85,4358.21,4174.36,4157.82,4004.87,4158.21,4159.87,4173.72,4169.74,4157.56,4150.13,4128.85,4135.9,4151.03,3540,8195,8143,0,79.3851,
223,0,4152.82,4353.85,4172.69,4163.08,4005.26,4155.38,4157.18,4176.15,4171.41,4157.95,4149.74,4126.15,4135.51,4152.56,3517,8204,8144,0,79.3889,
224,0,4154.87,4349.62,4171.54,4170.64,4006.67,4156.92,4159.62,4177.05,4172.95,4157.95,4151.03,4127.82,4133.97,4153.85,3564,8204,8144,0,79.3928,
225,0,4157.18,4346.92,4172.69,4174.23,4007.82,4161.15,4165.38,4175,4173.21,4156.54,4152.05,4132.56,4130.38,4152.69,3279,8210,8150,0,79.3967,
226,0,4157.31,4346.28,4176.03,4170.64,4006.92,4165.26,4170.38,4170.26,4171.28,4154.36,4151.15,4135.9,4125.64,4148.97,3540,8210,8150,0,79.4006,
227,0,4154.74,4346.67,4178.46,4162.05,4003.46,4166.92,4172.05,4164.49,4167.44,4151.67,4148.08,4134.62,4122.31,4144.1,3517,8187,8150,0,79.4044,
228,0,4151.79,4346.67,4177.82,4154.62,3999.74,4166.67,4170.26,4159.74,4162.95,4148.59,4143.97,4129.49,4122.31,4140.51,3564,8187,8150,0,79.4083,
229,0,4151.03,4344.49,4174.87,4153.08,3998.33,4165.51,4167.31,4157.18,4158.97,4145.51,4141.41,4124.87,4125.38,4139.62,3279,8189,8149,0,79.4122,
153,0,4146.28,4222.31,4149.49,4158.08,4106.67,4148.59,4149.49,4149.36,4139.87,4125.51,4111.67,4111.41,4112.05,4125.51,3281,8189,8149,0,80.1091,
154,0,4150.9,4217.69,4152.31,4150.64,4106.41,4151.92,4152.31,4148.21,4138.97,4121.54,4107.56,4111.15,4105.64,4123.59,3567,8189,8149,0,80.1129,
155,0,4152.31,4211.92,4151.92,4142.95,4104.1,4151.92,4152.82,4146.79,4137.82,4116.54,4102.44,4110.38,4098.46,4120,3535,8185,8157,0,80.1168,
156,0,4148.59,4206.79,4148.46,4138.97,4100,4147.69,4150.38,4145.77,4137.18,4112.95,4098.21,4108.97,4092.82,4115.26,3587,8185,8157,0,80.1207,
157,0,4140.51,4202.95,4144.36,4137.18,4094.74,4140.9,4145.38,4144.74,4135.9,4110.9,4095.13,4106.92,4089.49,4110.13,3281,8192,8161,0,80.1246,
158,0,4131.67,4200.77,4141.41,4133.97,4089.49,4135.13,4139.36,4142.82,4132.95,4109.1,4092.69,4104.87,4087.82,4106.15,3567,8192,8161,0,80.1284,
159,0,4126.41,4200.26,4140.51,4128.97,4085.64,4133.33,4134.1,4140.26,4128.21,4107.18,4091.15,4103.97,4087.44,4104.74,3535,8185,8154,0,80.1323,
160,0,4127.05,4200.9,4141.28,4125.64,4084.36,4136.15,4131.41,4137.56,4123.33,4105.9,4091.03,4104.74,4088.33,4106.54,3587,8185,8154,0,80.1362,
161,0,4132.31,4201.92,4143.46,4127.44,4086.15,4140.51,4131.03,4134.74,4120.13,4105.64,4091.54,4106.15,4089.87,4110,3281,8184,8163,0,80.14,
162,0,4137.82,4201.92,4146.54,4133.59,4090.51,4142.31,4131.41,4131.67,4118.59,4104.87,4091.28,4106.28,4090.51,4111.54,3567,8184,8163,0,80.1439,
163,0,4140,4200.13,4148.72,4139.62,4096.15,4140.13,4131.92,4128.33,4117.44,4103.08,4089.74,4104.87,4088.85,4109.36,3535,8184,8166,0,80.1478,
164,0,4138.59,4197.44,4148.21,4141.41,4101.67,4137.31,4133.08,4125.9,4115.64,4101.28,4088.97,4103.46,4086.41,4105.13,3587,8184,8166,0,80.1517,
165,0,4135.77,4195.26,4144.87,4138.08,4105.9,4137.44,4135.51,4125.38,4114.23,4102.05,4091.03,4103.46,4086.03,4102.82,3281,8184,8150,0,80.1555,
166,0,4133.72,4195.51,4140.51,4132.31,4107.82,4141.15,4138.46,4126.92,4115,4106.15,4095.77,4104.74,4089.1,4105.13,3567,8184,8150,0,80.1594,
167,0,4132.95,4198.72,4138.08,4128.85,4107.82,4145.26,4140.38,4129.87,4119.23,4112.18,4101.41,4106.03,4095.13,4110.77,3535,8183,8157,0,80.1633,
168,0,4133.59,4203.59,4138.59,4130.64,4107.05,4147.56,4140.64,4134.1,4126.03,4118.21,4106.54,4106.67,4102.05,4116.41,3587,8183,8157,0,80.1671,
169,0,4136.03,4208.33,4141.41,4137.18,4107.18,4148.21,4140.26,4139.62,4133.59,4123.21,4111.15,4107.95,4108.08,4120.26,3281,8191,8141,0,80.171,
170,0,4139.74,4211.15,4144.62,4145.13,4109.36,4148.85,4140,4145.26,4139.87,4126.79,4115.26,4110.64,4112.05,4122.31,3567,8191,8141,0,80.1749,
171,0,4142.95,4210.77,4146.92,4150.9,4112.95,4149.62,4139.87,4149.1,4143.08,4128.85,4117.44,4113.85,4113.33,4122.69,3535,8179,8148,0,80.1788,
172,0,4143.59,4207.31,4148.08,4153.21,4116.41,4149.36,4138.85,4149.49,4142.95,4129.23,4116.15,4115.13,4112.69,4121.67,3587,8179,8148,0,80.1826,
173,0,4141.54,4202.44,4148.08,4152.18,4118.85,4147.44,4137.44,4147.18,4140.13,4128.46,4112.18,4113.59,4111.79,4119.74,3281,8196,8155,0,80.1865,
174,0,4138.46,4199.36,4146.92,4148.21,4120,4145,4136.92,4144.1,4136.15,4127.18,4108.33,4110.64,4112.44,4118.33,3567,8196,8155,0,80.1905,
175,0,4137.31,4200.13,4145.64,4141.79,4120.26,4144.1,4138.21,4141.92,4132.05,4125.51,4107.69,4109.23,4115.51,4119.1,3535,8186,8155,0,80.1943,
176,0,4140.13,4204.49,4145.64,4135,4120.51,4146.28,4140.51,4141.03,4128.33,4123.33,4110.64,4111.03,4120.13,4122.95,3587,8186,8155,0,80.1982,
177,0,4146.15,4210.13,4147.82,4132.56,4121.15,4150.26,4142.69,4140.38,4125.77,4121.67,4116.03,4115.77,4124.36,4129.36,3281,8190,8156,0,80.2021,
178,0,4152.44,4215,4150.77,4138.33,4122.31,4153.72,4143.85,4139.62,4124.87,4121.15,4121.79,4120.9,4126.92,4136.28,3567,8190,8156,0,80.206,
179,0,4155.9,4217.44,4151.79,4150,4122.05,4153.85,4143.85,4138.59,4125.64,4121.92,4126.03,4123.59,4127.44,4140.77,3535,8192,8155,0,80.2098,
180,0,4155.77,4216.67,4149.87,4160.64,4118.85,4148.97,4142.05,4137.82,4126.92,4123.08,4127.05,4122.82,4126.41,4141.54,3587,8192,8155,0,80.2137,
181,0,4154.1,4213.59,4147.69,4163.46,4112.95,4141.28,4138.72,4138.21,4127.82,4123.33,4125.13,4120.64,4125.26,4139.62,3281,8190,8151,0,80.2176,
182,0,4154.23,4211.28,4149.1,4158.59,4108.33,4135.64,4136.03,4140.64,4129.1,4123.59,4123.08,4120.64,4125.9,4138.46,3567,8190,8151,0,80.2214,
183,0,4158.85,4212.69,4155.38,4152.95,4109.36,4136.79,4137.44,4145.51,4132.05,4125.64,4124.36,4125.13,4129.87,4141.28,3535,8183,8144,0,80.2253,
184,0,4166.67,4217.82,4162.82,4153.46,4116.15,4144.62,4143.97,4151.15,4137.18,4130.64,4130,4133.08,4136.54,4147.82,3587,8183,8144,0,80.2292,
185,0,4173.08,4222.44,4166.67,4160.51,4123.33,4153.72,4152.05,4154.36,4142.18,4136.41,4136.41,4139.87,4141.92,4153.59,3281,8185,8154,0,80.2331,
