IED_COUNTER, IED_INTERPOLATED, IED_AF3, IED_F7, IED_F3, IED_FC5, IED_T7, IED_P7, IED_O1, IED_O2, IED_P8, IED_T8, IED_FC6, IED_F4, IED_F8, IED_AF4, IED_RAW_CQ, IED_GYROX, IED_GYROY, IED_MARKER, IED_TIMESTAMP 
28,0,4199.23,4188.97,4194.1,4193.85,4186.54,4173.33,4140.9,4178.33,4176.41,4173.97,4184.49,4167.56,4197.44,4191.79,3571,8183,8129,0,58.8827,
29,0,4197.18,4188.33,4192.69,4192.31,4186.79,4168.97,4138.33,4176.67,4175.26,4175,4183.08,4167.56,4194.87,4189.74,3273,8181,8140,0,58.8866,
30,0,4196.67,4187.18,4191.15,4191.15,4186.67,4167.31,4139.62,4177.18,4176.15,4177.95,4182.44,4169.36,4192.31,4190,3554,8181,8140,0,58.8904,
31,0,4198.21,4186.15,4192.18,4192.69,4186.15,4167.95,4144.1,4179.87,4178.59,4181.67,4182.95,4172.95,4191.28,4192.56,3339,8186,8133,0,58.8943,
32,0,4200.64,4185.64,4194.74,4196.54,4186.15,4169.74,4149.49,4182.18,4180.77,4185,4184.49,4176.92,4192.69,4196.15,0,8186,8133,0,58.8981,
33,0,4201.54,4185.77,4195.9,4200.26,4187.05,4172.18,4153.08,4181.92,4180.51,4186.92,4186.28,4179.23,4196.15,4199.36,0,8187,8150,0,58.902,
34,0,4199.49,4186.67,4194.62,4201.15,4188.59,4175.38,4154.1,4178.21,4177.05,4187.31,4188.08,4178.97,4199.74,4200.77,0,8187,8150,0,58.9058,
35,0,4195.38,4187.44,4193.08,4197.95,4190.38,4178.97,4154.1,4172.69,4171.79,4186.15,4189.62,4177.05,4201.28,4199.62,0,8176,8159,0,58.9096,
36,0,4190.9,4186.67,4193.21,4192.05,4191.92,4182.44,4155.26,4167.82,4167.18,4183.33,4189.87,4175.13,4199.74,4196.79,0,8176,8159,0,58.9135,
37,0,4187.56,4183.46,4194.23,4186.54,4192.44,4184.87,4158.59,4165.26,4164.62,4178.97,4187.95,4174.23,4195.51,4193.46,0,8168,8150,0,58.9173,
38,0,4185.38,4178.85,4193.46,4184.23,4191.41,4186.15,4162.95,4165.38,4164.62,4173.59,4183.85,4173.59,4190.13,4190.26,0,8168,8150,0,58.9212,
218,0,4156.15,4200.9,4174.49,4177.18,4185.38,4179.62,4183.33,4175.77,4173.21,4169.49,4147.69,4140.38,4136.03,4138.59,3554,8168,8150,0,59.6127,
219,0,4160.9,4203.72,4179.23,4184.23,4186.15,4181.41,4185,4179.62,4178.08,4173.97,4151.15,4143.97,4137.95,4142.56,3430,8175,8158,0,59.6166,
220,0,4165.13,4205.9,4182.31,4188.72,4187.18,4183.46,4186.15,4182.05,4182.05,4175.26,4153.08,4147.31,4139.1,4147.82,3571,8175,8158,0,59.6204,
221,0,4167.69,4206.67,4181.15,4189.23,4187.69,4184.87,4186.03,4183.72,4185.26,4175.13,4153.72,4149.62,4139.49,4152.69,3274,8168,8167,0,59.6243,
222,0,4168.85,4206.54,4178.08,4187.31,4187.18,4185.64,4184.49,4185.26,4187.18,4175,4154.1,4151.03,4140.64,4156.15,3554,8168,8167,0,59.6281,
223,0,4170,4206.79,4177.95,4185.9,4186.41,4185.51,4182.05,4186.28,4186.54,4174.74,4155,4151.92,4142.56,4157.31,3430,8172,8169,0,59.6319,
224,0,4171.41,4207.31,4181.54,4186.41,4185.9,4184.1,4179.1,4185.13,4182.44,4173.08,4155,4151.79,4143.08,4156.54,3571,8172,8169,0,59.6358,
225,0,4171.79,4206.67,4184.74,4187.56,4185.51,4181.03,4176.03,4181.03,4176.15,4169.36,4151.92,4150.38,4139.62,4154.74,3274,8174,8165,0,59.6396,
226,0,4170.38,4202.82,4183.33,4187.44,4184.36,4177.05,4173.21,4174.87,4170.13,4164.1,4145.9,4147.56,4132.31,4152.95,3554,8174,8165,0,59.6435,
227,0,4167.95,4196.41,4178.21,4185,4181.92,4173.85,4171.15,4169.23,4166.54,4158.08,4139.87,4144.62,4125,4151.92,3430,8170,8165,0,59.6473,
228,0,4165.64,4190.64,4174.1,4181.28,4178.59,4172.31,4170.51,4166.28,4165.26,4152.56,4136.92,4142.18,4121.67,4151.79,3571,8170,8165,0,59.6512,
229,0,4164.1,4188.21,4174.36,4177.31,4175,4172.82,4171.03,4166.41,4164.74,4147.82,4137.05,4140.38,4122.44,4151.03,3274,8165,8159,0,59.655,
230,0,4161.92,4188.33,4177.31,4173.97,4172.44,4174.74,4171.79,4167.95,4162.31,4143.21,4136.67,4138.85,4122.69,4147.31,3554,8165,8159,0,59.6588,
231,0,4158.33,4187.69,4178.85,4171.28,4171.15,4176.67,4172.18,4168.97,4157.31,4137.95,4132.18,4137.05,4117.31,4140.38,3430,8172,8172,0,59.6627,
232,0,4154.1,4183.46,4178.21,4169.23,4170.77,4177.18,4172.05,4169.1,4151.41,4132.56,4124.1,4135.9,4106.03,4133.21,3571,8172,8172,0,59.6665,
233,0,4151.92,4175.77,4178.21,4167.95,4170.64,4176.41,4172.18,4169.36,4148.33,4129.62,4117.69,4137.05,4095.26,4130,3274,8161,8167,0,59.6704,
234,0,4153.85,4168.46,4180.9,4167.82,4170.51,4175.38,4172.82,4170.38,4150.64,4131.79,4119.1,4141.28,4094.23,4133.59,3554,8161,8167,0,59.6742,
235,0,4159.74,4165.38,4184.23,4168.59,4170.38,4175,4173.46,4171.79,4157.56,4139.23,4130.51,4147.95,4107.05,4143.59,3430,8151,8166,0,59.6781,
236,0,4166.54,4167.56,4185,4170.13,4170,4174.49,4173.46,4172.69,4165.26,4149.1,4147.82,4154.36,4129.87,4156.41,3571,8151,8166,0,59.6819,
237,0,4170.77,4172.44,4182.95,4171.15,4169.23,4172.69,4172.69,4172.44,4169.62,4157.44,4163.46,4158.21,4153.33,4167.44,3274,8135,8158,0,59.6857,
238,0,4171.28,4175.38,4181.54,4171.03,4168.21,4169.74,4172.31,4172.05,4169.36,4161.79,4172.18,4158.97,4169.36,4173.72,3554,8135,8158,0,59.6897,
239,0,4170.26,4174.1,4183.46,4170.13,4167.31,4167.69,4173.59,4172.82,4167.82,4163.85,4174.49,4158.33,4176.54,4176.03,3430,8132,8160,0,59.6935,
240,0,4171.03,4169.1,4186.92,4169.49,4167.56,4169.1,4177.44,4176.41,4169.36,4167.44,4175.77,4158.97,4180.38,4177.95,3571,8132,8160,0,59.6974,
241,0,4175.13,4163.59,4187.95,4170.26,4169.49,4174.36,4182.95,4182.05,4176.03,4175.38,4180.9,4162.31,4187.56,4182.69,3274,8125,8167,0,59.7012,
242,0,4180,4160,4185.64,4171.79,4172.31,4181.41,4188.21,4187.05,4186.15,4186.67,4189.62,4167.31,4200.51,4189.87,3554,8125,8167,0,59.7051,
243,0,4182.05,4158.21,4182.69,4172.31,4173.85,4186.79,4190.9,4188.97,4195.38,4197.05,4198.46,4170.77,4215.64,4197.05,3430,8113,8163,0,59.7089,
244,0,4179.62,4156.41,4182.05,4170.51,4172.82,4188.33,4189.87,4187.18,4200,4202.95,4204.36,4171.28,4227.95,4201.79,3571,8113,8163,0,59.7127,
245,0,4174.74,4152.82,4183.33,4167.18,4170.38,4186.54,4186.28,4184.23,4199.62,4204.23,4207.05,4169.36,4235.26,4204.23,3274,8106,8155,0,59.7166,
246,0,4171.79,4148.08,4184.23,4164.23,4169.49,4183.59,4183.08,4183.08,4197.56,4204.1,4209.23,4167.31,4239.87,4206.28,3554,8106,8155,0,59.7204,
247,0,4174.23,4143.97,4184.1,4163.21,4171.92,4181.92,4182.56,4185.26,4197.95,4206.15,4212.69,4167.56,4244.36,4209.62,3430,8105,8154,0,59.7243,
248,0,4180.51,4141.41,4185,4164.74,4177.05,4181.79,4184.49,4189.23,4201.67,4211.03,4217.18,4170.64,4248.72,4213.21,3571,8105,8154,0,59.7281,
249,0,4185.77,4140.26,4187.82,4167.82,4181.41,4182.69,4186.67,4191.92,4206.03,4216.15,4220.51,4174.49,4250.64,4215,3274,8105,8136,0,59.732,
250,0,4185.38,4139.74,4190.13,4171.03,4182.18,4183.97,4187.31,4191.41,4206.28,4217.95,4221.03,4176.41,4248.46,4213.33,3554,8105,8136,0,59.7358,
251,0,4179.87,4140,4188.33,4172.82,4179.49,4185.13,4186.54,4188.46,4201.28,4215.38,4219.36,4175.51,4243.72,4208.72,3430,8103,8139,0,59.7396,
252,0,4173.21,4140.38,4183.08,4172.56,4175.38,4185.51,4185.38,4185.64,4193.85,4210.38,4216.79,4172.95,4239.1,4203.59,3571,8103,8139,0,59.7435,
253,0,4169.36,4139.62,4178.46,4169.49,4172.18,4184.1,4184.87,4184.87,4188.33,4205.38,4213.97,4170.38,4236.15,4199.23,3274,8098,8140,0,59.7473,
254,0,4168.97,4136.54,4177.69,4164.36,4170.26,4180.64,4184.87,4185.26,4186.54,4201.03,4209.87,4168.46,4233.08,4195.26,3554,8098,8140,0,59.7512,
255,0,4169.49,4131.92,4179.36,4158.46,4168.46,4175.64,4184.74,4184.62,4186.41,4196.54,4204.1,4166.92,4227.82,4190.77,114,8103,8144,0,59.755,
0,0,4168.59,4128.33,4179.62,4154.23,4166.67,4171.54,4183.97,4181.79,4185.26,4191.54,4198.08,4165.64,4220.64,4186.03,2261,8103,8144,0,59.7589,
1,0,4166.15,4128.21,4177.69,4153.08,4165.9,4170.26,4183.21,4176.92,4181.79,4187.18,4194.74,4165,4214.49,4182.69,3562,8104,8129,0,59.7627,
2,0,4164.49,4131.41,4176.54,4155,4166.41,4172.18,4182.82,4172.18,4176.79,4184.49,4195.51,4165.51,4212.05,4181.79,3508,8104,8129,0,59.7666,
3,0,4165,4135.51,4178.72,4158.21,4167.69,4175.38,4183.59,4169.74,4171.79,4183.21,4198.72,4167.05,4212.82,4183.46,3565,8109,8126,0,59.7704,
4,0,4166.67,4137.31,4181.92,4160.26,4167.82,4177.05,4185.26,4171.15,4168.72,4181.67,4200.64,4168.59,4214.1,4186.03,3505,8109,8126,0,59.7742,
5,0,4166.92,4135.38,4181.92,4159.62,4165.26,4175.64,4187.05,4176.15,4168.72,4178.59,4198.33,4168.85,4212.69,4187.44,3531,8110,8120,0,59.7781,
6,0,4163.72,4130,4177.82,4156.15,4160.38,4171.67,4187.69,4182.18,4171.67,4174.62,4192.31,4167.82,4207.82,4186.28,3442,8110,8120,0,59.7819,
7,0,4157.69,4123.46,4173.97,4151.67,4154.74,4167.31,4186.79,4186.15,4175.64,4172.05,4186.54,4165.9,4201.92,4183.85,2812,8117,8122,0,59.7858,
8,0,4152.44,4118.33,4174.62,4148.72,4150.51,4164.62,4185.26,4186.79,4178.21,4173.21,4185.51,4164.74,4198.97,4182.56,3436,8117,8122,0,59.7896,
9,0,4151.54,4116.67,4179.1,4148.85,4149.74,4164.74,4184.36,4185.13,4178.72,4178.33,4189.62,4165.38,4200.77,4184.23,3607,8118,8119,0,59.7935,
10,0,4155.64,4118.08,4183.08,4151.54,4152.56,4167.31,4184.36,4183.21,4178.21,4184.74,4196.15,4167.82,4206.15,4188.46,3554,8118,8119,0,59.7973,
11,0,4162.44,4121.03,4183.46,4154.74,4156.79,4170.26,4184.62,4182.05,4177.82,4188.46,4201.03,4170.9,4211.54,4193.46,3506,8120,8117,0,59.8011,
12,0,4167.95,4123.21,4182.31,4156.15,4159.36,4170.77,4184.36,4181.67,4177.56,4187.44,4201.92,4173.08,4213.97,4196.92,3571,8120,8117,0,59.805,
13,0,4169.49,4123.33,4182.44,4154.87,4158.33,4168.08,4183.59,4181.41,4177.05,4183.21,4200.51,4173.59,4213.97,4198.21,3274,8115,8126,0,59.8088,
14,0,4167.56,4122.18,4184.36,4152.31,4155.38,4164.49,4183.97,4181.54,4177.82,4180.77,4199.87,4172.82,4214.36,4197.95,3554,8115,8126,0,59.8127,
15,0,4164.87,4122.18,4185.26,4151.15,4153.97,4163.97,4186.92,4182.95,4181.79,4184.74,4203.08,4172.44,4218.33,4197.95,3506,8120,8140,0,59.8165,
16,0,4164.23,4125,4183.72,4153.59,4157.18,4168.33,4192.56,4185.9,4189.36,4194.74,4210.13,4173.97,4225.51,4199.49,3571,8120,8140,0,59.8204,
17,0,4166.41,4130.77,4182.05,4159.62,4164.62,4175.64,4198.85,4189.23,4197.44,4205.26,4217.69,4176.54,4232.44,4202.56,3274,8120,8133,0,59.8242,
18,0,4170,4138.08,4182.82,4166.28,4172.18,4181.67,4202.82,4191.28,4201.54,4210.38,4221.79,4178.08,4235.38,4205.51,3554,8120,8133,0,59.8281,
19,0,4172.31,4144.74,4185.13,4170.77,4176.41,4183.21,4202.82,4190.51,4200.38,4208.59,4220.9,4176.79,4233.85,4206.28,3506,8119,8134,0,59.8319,
20,0,4172.18,4149.49,4185.26,4171.67,4176.79,4180.13,4200,4187.31,4196.03,4203.85,4217.31,4173.85,4231.41,4204.62,3571,8119,8134,0,59.8357,
21,0,4170.64,4151.92,4182.05,4170.38,4175.64,4175.64,4196.92,4183.59,4192.44,4201.41,4214.62,4172.05,4231.41,4203.21,3274,8125,8138,0,59.8396,
22,0,4170,4153.21,4179.62,4169.49,4176.15,4173.46,4195.9,4181.28,4191.54,4203.46,4214.74,4173.21,4235,4204.36,3554,8125,8138,0,59.8434,
23,0,4171.67,4154.62,4182.05,4170.51,4179.36,4175.77,4197.05,4181.54,4193.08,4208.33,4217.05,4177.18,4239.74,4208.85,3506,8125,8142,0,59.8473,
24,0,4175.13,4156.15,4187.95,4173.21,4183.85,4180.77,4198.33,4183.97,4194.74,4212.31,4219.62,4181.79,4242.31,4214.1,3571,8125,8142,0,59.8511,
25,0,4177.44,4157.31,4191.41,4175.26,4186.03,4185.26,4197.44,4187.05,4194.23,4212.31,4220.51,4183.97,4240.9,4216.28,3274,8130,8141,0,59.855,
26,0,4176.79,4157.44,4188.33,4174.87,4183.97,4186.54,4193.85,4188.72,4190.9,4207.82,4219.1,4182.05,4236.28,4213.46,3554,8130,8141,0,59.8588,
27,0,4173.72,4156.92,4181.54,4172.44,4178.46,4184.62,4189.87,4188.08,4186.28,4201.54,4215.9,4176.67,4230.9,4207.05,3506,8123,8148,0,59.8626,
28,0,4170.38,4156.41,4177.05,4169.87,4173.97,4182.31,4188.21,4185.9,4183.72,4197.18,4212.44,4170.9,4227.31,4200.64,3571,8123,8148,0,59.8665,
29,0,4168.85,4156.54,4177.44,4169.23,4173.97,4181.67,4190.38,4184.74,4186.15,4197.69,4210.38,4167.95,4226.41,4197.31,3274,8135,8148,0,59.8703,
30,0,4168.97,4157.31,4180,4170.51,4178.72,4183.08,4195.51,4186.92,4193.08,4202.95,4210.51,4169.1,4227.56,4197.56,3554,8135,8148,0,59.8742,
31,0,4170.13,4157.95,4180.38,4172.05,4184.74,4185.26,4201.03,4192.69,4200.9,4210.51,4212.56,4173.59,4229.1,4200,3506,8132,8146,0,59.878,
32,0,4171.41,4158.08,4178.97,4172.05,4188.33,4186.41,4204.49,4199.62,4205.77,4216.79,4214.87,4178.97,4229.49,4202.56,0,8132,8146,0,59.8819,
33,0,4172.44,4157.82,4178.33,4170.9,4188.08,4186.54,4205.13,4204.1,4206.67,4219.36,4216.28,4183.33,4228.85,4203.85,0,8124,8138,0,59.8857,
34,0,4172.82,4157.82,4179.36,4169.74,4185.77,4186.41,4203.85,4203.33,4205,4218.08,4216.28,4184.87,4228.21,4203.85,0,8124,8138,0,59.8896,
35,0,4172.56,4158.21,4180,4169.62,4183.85,4186.15,4202.05,4197.82,4202.95,4214.36,4215.9,4183.85,4228.21,4203.72,0,8128,8141,0,59.8934,
36,0,4171.41,4158.33,4178.21,4170.38,4183.72,4185.51,4201.41,4190.38,4201.15,4210.26,4215.77,4182.05,4228.85,4204.36,0,8128,8141,0,59.8972,
37,0,4169.74,4158.21,4176.41,4171.03,4183.97,4184.36,4202.44,4184.49,4198.97,4207.18,4216.28,4181.41,4229.23,4205.13,0,8115,8137,0,59.9011,
38,0,4168.59,4157.95,4177.95,4170.64,4182.56,4183.59,4204.1,4181.92,4196.15,4205.38,4216.92,4182.31,4228.85,4205,0,8115,8137,0,59.9049,
39,0,4168.85,4157.44,4182.82,4169.62,4178.46,4183.85,4204.62,4182.05,4192.69,4204.1,4217.31,4183.59,4228.08,4203.59,0,8118,8138,0,59.9088,
40,0,4170.77,4156.67,4186.54,4168.46,4172.82,4184.36,4202.18,4183.08,4188.97,4202.95,4217.18,4183.08,4227.31,4202.05,0,8118,8138,0,59.9126,
41,0,4173.85,4155.9,4186.15,4168.08,4168.85,4183.46,4197.31,4183.59,4185.77,4201.54,4216.67,4180.51,4226.67,4202.18,0,8122,8131,0,59.9165,
42,0,4177.56,4156.03,4183.85,4168.46,4168.85,4180.13,4192.18,4183.21,4184.49,4201.03,4216.15,4177.31,4226.54,4204.74,0,8122,8131,0,59.9203,
43,0,4181.28,4157.95,4184.36,4169.62,4172.56,4175.38,4189.49,4182.69,4186.03,4202.69,4216.15,4176.41,4227.56,4209.36,0,8117,8126,0,59.9241,
44,0,4184.36,4161.79,4188.33,4171.28,4177.31,4171.54,4190.38,4182.69,4188.85,4206.41,4217.18,4178.97,4229.62,4214.23,0,8117,8126,0,59.928,
45,0,4186.15,4166.15,4191.67,4172.82,4180,4170.64,4193.46,4182.95,4190.9,4210.38,4219.23,4183.21,4232.18,4217.69,0,8112,8134,0,59.9318,
46,0,4186.79,4169.74,4190.38,4173.97,4178.97,4172.69,4196.54,4182.69,4190.77,4212.95,4221.92,4185.9,4233.97,4219.1,0,8112,8134,0,59.9357,
47,0,4187.18,4171.41,4185.51,4174.74,4175.51,4175.51,4198.21,4181.92,4189.62,4213.59,4224.49,4185.9,4234.87,4219.1,0,8121,8137,0,59.9395,
48,0,4187.82,4171.03,4181.92,4175.38,4172.05,4176.79,4198.46,4181.54,4189.36,4213.08,4226.03,4184.23,4234.74,4218.46,0,8121,8137,0,59.9434,
49,0,4188.33,4169.1,4181.67,4175.38,4170.38,4175.9,4197.82,4182.69,4191.15,4212.31,4226.28,4182.56,4233.46,4217.95,0,8125,8127,0,59.9472,
227,0,4251.67,4440.64,4208.85,4184.1,4173.85,4188.59,4227.56,4203.72,4211.54,4214.62,4263.46,4209.23,4394.49,4292.05,3521,7957,8004,0,60.6314,
228,0,4254.87,4443.59,4215.13,4185.77,4171.67,4191.92,4231.67,4204.1,4213.08,4216.79,4266.15,4213.46,4397.82,4297.05,3574,7957,8004,0,60.6352,
229,0,4259.74,4447.56,4218.46,4188.85,4171.79,4195.26,4234.62,4205.64,4217.18,4221.67,4274.49,4219.87,4406.15,4306.03,3274,7958,8002,0,60.6391,
230,0,4263.08,4449.23,4219.1,4189.36,4173.72,4197.69,4235.26,4207.44,4221.92,4229.62,4285,4226.54,4415.9,4314.87,3562,7958,8002,0,60.6429,
231,0,4261.28,4446.03,4217.95,4184.36,4175.51,4198.08,4233.33,4207.69,4223.72,4236.03,4290,4229.23,4419.87,4317.18,3521,7969,8019,0,60.6468,
232,0,4252.82,4439.1,4214.74,4175.13,4175.38,4195.77,4228.72,4205.38,4220.51,4234.87,4284.87,4225.38,4413.21,4309.36,3574,7969,8019,0,60.6506,
233,0,4241.03,4433.33,4208.59,4166.67,4172.82,4191.03,4222.69,4200.64,4212.31,4224.36,4271.79,4216.03,4397.44,4294.23,3274,7966,8019,0,60.6544,
234,0,4230.77,4432.56,4201.67,4163.08,4169.36,4185.64,4217.05,4195.51,4202.44,4210,4258.21,4206.15,4379.49,4278.97,3562,7966,8019,0,60.6583,
235,0,4225.9,4436.67,4198.72,4164.1,4166.79,4181.67,4213.46,4191.92,4195.38,4200.13,4250.51,4201.03,4367.05,4270.13,3521,7974,8040,0,60.6621,
236,0,4226.54,4441.92,4202.56,4166.54,4166.92,4180.51,4211.41,4190.51,4194.49,4199.87,4251.03,4201.54,4363.21,4269.87,3574,7974,8040,0,60.666,
237,0,4229.62,4445.64,4209.74,4168.08,4169.36,4181.03,4209.87,4190.9,4199.49,4207.69,4257.05,4205.77,4365.38,4274.74,3274,7982,8046,0,60.6698,
238,0,4230.9,4447.44,4213.85,4168.97,4173.08,4182.05,4208.59,4192.82,4206.92,4217.44,4264.1,4210.26,4368.46,4279.62,3562,7982,8046,0,60.6737,
239,0,4228.72,4448.85,4212.18,4171.03,4176.41,4183.59,4208.72,4196.03,4212.31,4222.56,4268.08,4213.85,4368.59,4280.77,3521,7989,8068,0,60.6775,
240,0,4224.62,4450.64,4208.85,4175.13,4178.72,4186.03,4211.54,4199.36,4213.08,4220.64,4267.31,4216.41,4365.13,4277.56,3574,7989,8068,0,60.6814,
241,0,4221.15,4452.44,4209.36,4180,4179.87,4188.33,4215.51,4201.15,4210.13,4214.1,4262.56,4217.44,4359.49,4272.05,3274,7990,8057,0,60.6852,
242,0,4219.36,4452.82,4213.59,4182.95,4178.97,4187.56,4217.18,4200.38,4205.77,4207.56,4256.28,4216.15,4353.33,4266.92,3562,7990,8057,0,60.689,
243,0,4217.56,4451.28,4216.15,4181.79,4175.51,4182.31,4214.1,4197.31,4202.31,4203.33,4250.38,4212.18,4347.05,4262.95,3521,7995,8070,0,60.6929,
244,0,4214.74,4448.59,4213.59,4177.18,4170.26,4173.97,4206.92,4193.97,4200.77,4201.28,4246.79,4206.67,4340.9,4259.87,3574,7995,8070,0,60.6967,
245,0,4212.05,4447.05,4208.59,4172.56,4165.77,4167.56,4200,4192.31,4201.15,4200.13,4245.9,4202.31,4336.03,4257.95,3274,8002,8074,0,60.7006,
246,0,4212.44,4449.23,4207.05,4172.56,4165.64,4167.05,4197.69,4193.46,4202.56,4199.62,4246.79,4201.54,4334.23,4258.08,3562,8002,8074,0,60.7044,
247,0,4217.31,4455.9,4211.67,4178.85,4171.28,4172.56,4201.67,4196.28,4203.97,4199.87,4247.95,4204.62,4335.64,4260.77,3521,8006,8087,0,60.7084,
248,0,4224.49,4463.97,4218.85,4188.46,4180.26,4179.36,4208.72,4199.1,4204.23,4200.9,4248.33,4210.13,4338.08,4264.74,3574,8006,8087,0,60.7122,
249,0,4230.38,4468.72,4223.08,4196.41,4187.05,4182.69,4213.85,4201.03,4203.46,4202.31,4248.33,4215.64,4338.59,4267.05,3274,8014,8082,0,60.716,
250,0,4232.56,4467.18,4223.08,4199.49,4187.95,4180.64,4214.49,4202.05,4202.56,4203.08,4248.59,4218.72,4335.9,4266.54,3562,8014,8082,0,60.7199,
251,0,4230.38,4460.64,4221.54,4197.82,4183.21,4175.51,4211.03,4201.92,4201.92,4202.31,4248.85,4218.59,4331.03,4264.36,3521,8015,8104,0,60.7237,
252,0,4225.64,4453.46,4220.26,4194.23,4177.05,4171.79,4207.18,4199.74,4200.64,4199.74,4248.08,4215.64,4326.03,4262.31,3574,8015,8104,0,60.7276,
253,0,4220.77,4448.85,4218.46,4190.9,4174.36,4172.82,4206.03,4195.26,4197.05,4196.15,4245,4211.41,4322.56,4261.28,3274,8024,8095,0,60.7314,
254,0,4217.69,4446.15,4214.87,4188.59,4177.18,4178.33,4208.85,4190.51,4192.18,4192.44,4240,4207.44,4319.87,4260.51,3562,8024,8095,0,60.7353,
255,0,4217.05,4443.08,4211.15,4187.31,4182.82,4184.87,4214.1,4188.59,4188.59,4190.38,4235.26,4204.36,4316.15,4259.1,114,8030,8105,0,60.7391,
0,0,4218.08,4437.44,4210.64,4186.67,4186.92,4188.72,4218.21,4190.51,4188.72,4191.03,4233.85,4202.82,4311.54,4256.54,2257,8030,8105,0,60.743,
1,0,4218.46,4429.49,4213.08,4186.67,4186.54,4188.33,4219.1,4194.74,4191.67,4193.85,4236.67,4202.44,4308.59,4253.21,3560,8047,8108,0,60.7468,
2,0,4217.69,4421.15,4215,4187.18,4182.56,4185.77,4217.18,4198.08,4195.9,4197.56,4241.03,4203.08,4309.23,4250.13,3504,8047,8108,0,60.7507,
3,0,4216.15,4414.23,4213.21,4187.69,4178.33,4184.1,4215,4198.33,4199.23,4200.64,4243.21,4203.97,4312.56,4248.59,3554,8056,8113,0,60.7545,
4,0,4215.38,4409.74,4208.97,4187.31,4176.67,4184.62,4214.23,4195.9,4200.77,4202.18,4241.41,4204.36,4314.62,4248.46,3507,8056,8113,0,60.7584,
5,0,4215.64,4406.54,4206.67,4186.28,4178.21,4186.28,4214.62,4193.08,4200,4201.79,4236.79,4203.72,4311.92,4248.33,3529,8060,8143,0,60.7622,
6,0,4216.54,4402.56,4208.85,4185.38,4181.28,4187.44,4215.38,4192.18,4197.31,4199.49,4232.56,4202.18,4304.74,4247.56,3428,8060,8143,0,60.766,
7,0,4216.67,4396.79,4212.56,4184.87,4183.46,4187.18,4215.9,4193.59,4193.97,4196.41,4231.15,4200.9,4296.79,4246.54,2811,8064,8157,0,60.7699,
8,0,4215.9,4389.36,4213.97,4184.36,4183.85,4186.28,4216.15,4195.13,4192.31,4194.1,4232.69,4200.38,4292.44,4245.9,3438,8064,8157,0,60.7737,
9,0,4214.87,4381.67,4212.82,4183.72,4183.21,4185.77,4216.54,4194.74,4193.46,4193.97,4235.26,4201.28,4292.44,4246.03,3601,8079,8145,0,60.7776,
10,0,4214.74,4375.51,4211.67,4183.59,4182.82,4185.9,4217.31,4192.18,4196.67,4196.03,4236.54,4203.08,4293.72,4245.9,3544,8079,8145,0,60.7814,
11,0,4215.64,4371.54,4212.18,4184.49,4183.59,4186.67,4218.97,4188.85,4199.62,4199.1,4235.9,4204.74,4293.08,4244.36,3506,8087,8146,0,60.7853,
12,0,4216.15,4369.23,4211.79,4186.15,4184.87,4187.82,4220.38,4186.79,4199.74,4201.92,4234.36,4203.97,4289.36,4241.15,3571,8087,8146,0,60.7891,
13,0,4214.62,4367.31,4207.56,4187.56,4185.38,4188.97,4220,4186.67,4196.92,4203.21,4233.08,4199.87,4283.97,4237.18,3274,8102,8159,0,60.793,
14,0,4210.51,4364.49,4201.15,4188.08,4185,4188.97,4217.31,4188.08,4192.82,4202.44,4232.05,4193.85,4279.1,4233.72,3544,8102,8159,0,60.7968,
15,0,4205.13,4360.51,4197.44,4187.56,4183.85,4187.69,4213.46,4189.87,4190.38,4200,4230.77,4189.1,4276.28,4231.41,3506,8109,8154,0,60.8007,
16,0,4201.67,4356.15,4199.49,4186.67,4182.56,4186.03,4210.64,4191.15,4191.54,4198.21,4230,4188.33,4276.03,4231.15,3571,8109,8154,0,60.8045,
17,0,4201.79,4352.18,4205,4186.54,4181.79,4185.26,4210.38,4192.18,4196.03,4198.97,4230.77,4191.41,4277.44,4232.31,3274,8140,8154,0,60.8084,
18,0,4204.49,4348.97,4208.85,4187.44,4182.31,4185.51,4211.67,4193.21,4200.64,4202.31,4233.33,4195.64,4278.59,4233.72,3544,8140,8154,0,60.8122,
19,0,4207.05,4345.9,4208.72,4188.46,4183.46,4186.41,4211.79,4193.33,4201.92,4205.13,4235.77,4197.31,4277.82,4233.72,3506,8140,8165,0,60.816,
20,0,4206.79,4341.92,4206.92,4188.21,4183.72,4186.67,4209.1,4191.03,4197.56,4203.85,4235.38,4195,4274.49,4231.54,3571,8140,8165,0,60.8199,
21,0,4203.85,4335.51,4205.51,4186.41,4182.05,4186.15,4203.72,4186.15,4190,4197.82,4230.64,4189.49,4268.85,4227.56,3274,8165,8170,0,60.8237,
22,0,4200.26,4326.79,4203.46,4184.62,4178.85,4184.74,4197.95,4181.03,4183.85,4190.38,4222.31,4183.21,4261.67,4222.44,3544,8165,8170,0,60.8276,
23,0,4197.82,4317.95,4198.72,4184.62,4176.15,4183.08,4194.36,4178.33,4182.18,4185.64,4212.82,4178.08,4254.23,4217.44,3506,8171,8173,0,60.8314,
24,0,4195.9,4311.92,4192.95,4186.03,4175.38,4181.67,4193.97,4178.85,4183.97,4184.62,4204.87,4174.74,4248.46,4213.08,3571,8171,8173,0,60.8353,
