IED_COUNTER, IED_INTERPOLATED, IED_AF3, IED_F7, IED_F3, IED_FC5, IED_T7, IED_P7, IED_O1, IED_O2, IED_P8, IED_T8, IED_FC6, IED_F4, IED_F8, IED_AF4, IED_RAW_CQ, IED_GYROX, IED_GYROY, IED_MARKER, IED_TIMESTAMP,
33,0,4153.85,4149.23,4163.08,4246.15,4154.87,4167.69,4174.87,4160,4244.1,4169.74,4168.21,4209.74,4171.79,4166.67,0,2024,2031,0,110.032,
34,0,4153.33,4144.1,4168.72,4247.69,4153.33,4170.77,4178.46,4164.62,4237.44,4163.08,4165.64,4207.69,4167.69,4161.54,0,2023,2033,0,110.044,
35,0,4154.36,4147.69,4168.72,4242.56,4156.92,4167.18,4171.28,4168.21,4230.77,4165.64,4169.74,4209.74,4170.77,4165.13,0,2022,2034,0,110.056,
36,0,4151.28,4150.77,4168.21,4236.92,4156.41,4169.23,4171.28,4171.79,4229.74,4174.36,4173.85,4207.18,4176.41,4168.72,0,2019,2036,0,110.068,
37,0,4154.36,4149.74,4170.26,4234.87,4158.97,4174.87,4182.56,4181.54,4228.21,4180.51,4182.56,4203.59,4185.13,4172.82,0,2020,2038,0,110.081,
38,0,4166.15,4157.44,4170.26,4233.33,4165.13,4173.85,4185.13,4189.74,4223.59,4180,4186.67,4203.59,4186.15,4176.92,0,2016,2044,0,110.093,
39,0,4170.26,4166.67,4173.85,4232.82,4167.18,4172.82,4175.9,4181.54,4224.1,4178.97,4185.13,4203.59,4181.54,4176.92,0,2014,2044,0,110.105,
26,0,4233.85,4201.03,4183.59,4212.31,4164.1,4172.82,4167.18,4174.36,4222.56,4184.62,4222.56,4193.85,4260.51,4288.21,0,2042,2028,0,111.514,
27,0,4238.97,4208.72,4188.72,4209.74,4166.67,4169.23,4168.21,4177.95,4219.49,4188.72,4224.1,4193.85,4258.46,4292.31,0,2042,2032,0,111.526,
28,0,4231.79,4201.03,4189.23,4217.95,4160,4168.21,4159.49,4171.28,4225.13,4181.03,4217.95,4187.69,4256.92,4289.74,0,2043,2031,0,111.538,
29,0,4234.36,4198.46,4186.67,4216.41,4158.46,4169.74,4151.28,4163.59,4230.26,4175.9,4218.46,4189.74,4259.49,4290.26,0,2046,2032,0,111.55,
30,0,4239.49,4205.13,4190.77,4208.72,4164.62,4173.33,4157.95,4165.13,4229.23,4179.49,4221.03,4194.36,4256.92,4287.69,0,2043,2034,0,111.563,
31,0,4231.79,4202.05,4190.26,4209.23,4168.21,4176.41,4168.72,4170.26,4227.18,4182.56,4214.87,4192.82,4247.18,4273.33,0,2043,2034,0,111.575,
32,0,4218.97,4190.26,4187.18,4215.9,4167.18,4175.38,4165.13,4168.72,4230.77,4180.51,4202.56,4194.36,4232.82,4256.41,0,2045,2035,0,111.587,
33,0,4214.36,4188.72,4183.59,4218.97,4171.28,4171.79,4159.49,4163.08,4236.92,4173.85,4196.92,4202.05,4216.92,4243.08,0,2045,2035,0,111.599,
34,0,4215.38,4195.38,4184.1,4216.41,4177.95,4172.82,4164.62,4162.05,4235.9,4173.85,4197.95,4202.05,4212.82,4237.44,0,2041,2034,0,111.612,
35,0,4208.21,4193.33,4179.49,4223.08,4174.87,4172.31,4162.56,4165.64,4228.21,4177.95,4196.41,4197.95,4217.44,4235.38,0,2046,2041,0,111.624,
36,0,4196.41,4190.26,4174.87,4227.69,4173.85,4170.77,4158.46,4167.18,4223.59,4178.46,4193.33,4198.97,4214.36,4227.69,0,2045,2042,0,111.636,
37,0,4195.9,4197.95,4181.54,4212.31,4182.56,4172.31,4167.69,4170.26,4221.54,4185.13,4197.44,4204.1,4210.26,4218.97,0,2047,2040,0,111.648,
38,0,4205.64,4205.64,4183.59,4203.08,4187.18,4173.33,4173.33,4173.33,4218.46,4191.79,4201.54,4202.05,4214.87,4217.95,0,2046,2041,0,111.661,
39,0,4202.56,4197.95,4181.54,4218.46,4181.54,4169.74,4167.18,4165.64,4222.56,4181.54,4192.31,4201.54,4211.28,4211.79,0,2046,2042,0,111.673,
40,0,4184.1,4182.05,4176.92,4231.28,4175.9,4168.72,4163.59,4152.31,4233.33,4166.67,4181.54,4211.28,4193.33,4191.79,0,2047,2042,0,111.685,
41,0,4174.36,4174.87,4176.92,4227.18,4175.9,4169.23,4163.08,4152.31,4237.95,4166.67,4186.15,4211.28,4186.67,4183.59,0,2044,2041,0,111.697,
42,0,4186.15,4184.62,4186.15,4214.87,4179.49,4169.74,4165.64,4166.15,4228.21,4175.9,4196.92,4200,4200.51,4198.46,0,2044,2043,0,111.71,
43,0,4197.44,4195.9,4187.18,4204.1,4182.56,4174.36,4177.95,4180,4215.38,4183.59,4198.46,4194.87,4208.21,4206.67,0,2042,2041,0,111.722,
44,0,4183.08,4181.54,4186.15,4218.46,4178.46,4174.87,4182.56,4186.67,4217.44,4178.97,4190.26,4196.41,4193.85,4192.31,0,2043,2041,0,111.734,
45,0,4168.21,4165.64,4182.05,4236.41,4174.36,4169.74,4173.85,4185.64,4225.13,4171.28,4186.15,4198.97,4184.62,4182.05,0,2045,2042,0,111.746,
46,0,4173.33,4173.33,4177.95,4225.64,4172.82,4169.74,4168.21,4179.49,4222.56,4173.33,4185.13,4200.51,4187.69,4185.64,0,2045,2041,0,111.759,
47,0,4173.85,4180,4180.51,4214.87,4171.79,4171.28,4170.26,4170.26,4221.03,4171.79,4176.92,4207.18,4178.97,4177.44,0,2044,2042,0,111.771,
48,0,4160,4168.21,4175.9,4228.21,4170.26,4170.26,4174.36,4164.1,4228.21,4163.08,4168.21,4213.33,4164.62,4160,0,2044,2044,0,111.783,
49,0,4150.26,4163.08,4173.85,4237.95,4168.21,4171.28,4177.95,4173.85,4229.74,4160.51,4166.15,4210.26,4162.56,4159.49,0,2044,2044,0,111.795,
50,0,4154.87,4171.28,4177.95,4226.15,4171.79,4174.36,4187.69,4187.69,4222.56,4168.72,4172.82,4208.21,4174.36,4170.77,0,2047,2043,0,111.808,
51,0,4164.62,4169.23,4180,4225.13,4172.31,4173.85,4188.72,4178.46,4225.64,4169.23,4178.97,4207.18,4181.54,4174.36,0,2047,2043,0,111.82,
52,0,4162.05,4163.08,4177.95,4236.92,4166.15,4166.15,4172.31,4160,4237.44,4161.03,4178.97,4204.1,4181.54,4175.9,0,2048,2043,0,111.832,
53,0,4162.05,4170.26,4173.85,4232.82,4166.15,4162.56,4166.67,4165.13,4238.46,4164.62,4181.03,4203.59,4189.23,4185.64,0,2050,2041,0,111.844,
54,0,4173.85,4178.46,4182.56,4217.95,4168.72,4169.23,4175.9,4177.95,4230.26,4169.74,4186.15,4199.49,4199.49,4197.44,0,2050,2038,0,111.857,
55,0,4182.05,4181.03,4183.08,4211.79,4171.79,4169.23,4181.03,4186.15,4218.97,4172.31,4190.26,4200,4203.59,4205.13,0,2049,2039,0,111.869,
56,0,4179.49,4181.03,4177.95,4217.44,4171.79,4171.79,4181.03,4192.31,4214.36,4175.9,4188.72,4197.95,4201.54,4205.64,0,2049,2038,0,111.881,
57,0,4175.9,4182.56,4181.54,4220.51,4168.72,4182.56,4186.15,4188.21,4220.51,4177.44,4184.1,4195.38,4197.44,4198.97,0,2049,2036,0,111.893,
58,0,4173.85,4189.23,4170.26,4215.38,4172.31,4182.05,4190.26,4178.46,4220,4174.87,4185.64,4202.56,4197.44,4192.31,0,2049,2037,0,111.905,
59,0,4169.23,4185.64,4171.79,4214.87,4171.28,4178.46,4186.15,4168.21,4223.08,4167.69,4185.64,4200.51,4194.87,4186.67,0,2048,2036,0,111.917,
60,0,4169.23,4173.85,4175.9,4226.15,4165.64,4178.97,4183.59,4167.18,4227.18,4167.69,4181.54,4201.03,4190.77,4183.59,0,2045,2034,0,111.93,
61,0,4167.69,4173.85,4167.69,4233.85,4165.13,4176.41,4186.67,4177.95,4221.03,4174.87,4179.49,4202.56,4192.82,4186.15,0,2045,2031,0,111.942,
62,0,4165.13,4179.49,4175.9,4225.13,4165.13,4173.85,4180,4178.46,4215.9,4174.36,4181.54,4201.54,4196.41,4190.26,0,2046,2030,0,111.954,
63,0,4177.95,4184.62,4181.54,4211.28,4167.18,4175.9,4174.36,4173.85,4214.36,4177.44,4189.74,4203.59,4201.54,4200,0,2045,2030,0,111.966,
64,0,4190.26,4182.56,4187.18,4216.92,4169.74,4173.85,4174.87,4173.85,4219.49,4181.03,4191.79,4195.9,4208.21,4211.79,580,2043,2028,0,111.978,
65,0,4192.82,4183.59,4191.28,4222.05,4167.69,4167.69,4172.31,4172.82,4226.67,4176.41,4188.72,4193.33,4210.26,4218.97,830,2040,2026,0,111.99,
66,0,4190.26,4196.41,4183.08,4207.69,4166.15,4170.26,4175.38,4167.18,4225.13,4172.31,4187.18,4198.46,4203.59,4219.49,840,2039,2026,0,112.002,
67,0,4188.72,4198.97,4183.08,4205.64,4166.67,4175.9,4180,4163.08,4223.08,4172.82,4184.1,4196.92,4198.97,4212.31,844,2038,2027,0,112.014,
68,0,4194.36,4192.31,4187.69,4216.92,4170.26,4176.92,4177.95,4172.31,4223.59,4177.95,4185.64,4195.9,4204.1,4208.72,887,2037,2026,0,112.026,
69,0,4193.33,4191.79,4181.54,4216.92,4173.85,4172.82,4176.41,4182.56,4221.03,4182.56,4190.77,4201.03,4203.59,4205.64,602,2035,2025,0,112.038,
70,0,4180.51,4188.21,4182.05,4217.44,4168.72,4167.18,4174.87,4177.95,4220.51,4180.51,4184.62,4201.54,4195.38,4196.92,794,2034,2023,0,112.05,
71,0,4170.26,4174.36,4180,4225.13,4161.03,4168.21,4172.31,4167.69,4226.15,4170.77,4170.77,4201.03,4186.67,4185.64,816,2035,2025,0,112.062,
72,0,4164.62,4170.26,4170.77,4227.18,4159.49,4171.28,4172.31,4165.13,4227.69,4166.15,4166.15,4210.77,4176.92,4174.87,790,2035,2025,0,112.074,
73,0,4157.95,4174.87,4171.79,4229.74,4163.08,4171.79,4173.85,4168.21,4226.15,4169.74,4171.28,4211.28,4172.82,4169.23,870,2037,2027,0,112.086,
74,0,4160,4172.31,4176.92,4229.23,4166.67,4171.28,4170.26,4174.36,4224.1,4172.82,4171.79,4207.18,4175.38,4170.77,837,2036,2027,0,112.098,
75,0,4167.69,4172.31,4178.97,4218.46,4167.18,4172.82,4171.79,4178.97,4217.44,4175.9,4170.77,4208.72,4177.44,4171.28,850,2039,2031,0,112.11,
76,0,4160,4172.82,4173.85,4223.08,4165.64,4174.36,4172.82,4179.49,4216.41,4171.79,4171.79,4209.74,4170.26,4162.56,847,2040,2033,0,112.122,
77,0,4148.72,4163.59,4168.72,4238.97,4165.13,4170.26,4166.67,4177.95,4223.59,4165.13,4163.59,4213.33,4161.54,4151.28,550,2043,2037,0,112.134,
78,0,4152.82,4161.03,4171.79,4232.82,4167.69,4168.72,4168.72,4175.38,4224.62,4170.77,4160,4213.85,4163.59,4154.87,837,2044,2037,0,112.147,
79,0,4158.97,4170.26,4175.9,4221.03,4168.21,4174.36,4172.82,4175.38,4220.51,4177.44,4167.18,4207.18,4168.72,4162.56,850,2044,2036,0,112.159,
80,0,4147.69,4168.21,4176.92,4234.87,4168.21,4175.38,4169.23,4176.92,4222.56,4174.36,4165.13,4208.21,4165.64,4157.95,847,2045,2039,0,112.171,
81,0,4142.05,4160.51,4175.38,4241.54,4173.85,4173.33,4172.31,4175.9,4225.13,4170.26,4162.05,4212.31,4161.03,4152.82,550,2048,2039,0,112.183,
82,0,4152.82,4163.59,4174.36,4227.18,4177.44,4171.79,4182.05,4173.33,4223.59,4168.21,4165.64,4209.74,4159.49,4151.79,837,2048,2041,0,112.195,
83,0,4152.82,4164.1,4166.15,4224.1,4171.28,4168.21,4176.92,4171.79,4224.1,4166.67,4157.95,4212.82,4156.92,4144.1,850,2049,2042,0,112.207,
84,0,4143.59,4161.54,4162.05,4235.9,4165.13,4167.69,4164.62,4174.36,4231.28,4167.18,4152.31,4214.36,4151.79,4142.05,847,2051,2041,0,112.219,
85,0,4145.64,4163.08,4168.21,4234.36,4168.72,4168.21,4165.64,4180.51,4234.87,4170.77,4162.56,4210.26,4154.87,4149.23,550,2049,2043,0,112.231,
86,0,4146.15,4160,4166.15,4230.26,4175.38,4170.77,4177.95,4187.18,4225.64,4172.82,4168.72,4210.77,4158.46,4147.69,837,2049,2043,0,112.243,
87,0,4136.92,4156.92,4164.62,4236.41,4171.79,4177.95,4184.62,4184.62,4220.51,4172.82,4161.54,4211.28,4153.33,4137.95,850,2049,2046,0,112.255,
88,0,4129.74,4159.49,4165.13,4236.92,4168.21,4177.44,4185.13,4179.49,4226.67,4170.77,4157.95,4213.33,4149.74,4131.79,847,2045,2046,0,112.267,
89,0,4130.77,4154.36,4161.54,4233.33,4174.36,4173.85,4188.21,4180.51,4229.74,4169.23,4155.38,4213.85,4151.79,4130.77,550,2046,2046,0,112.279,
90,0,4136.92,4151.28,4166.15,4234.36,4176.41,4173.33,4184.1,4176.41,4228.72,4163.59,4149.23,4214.36,4147.69,4133.33,837,2044,2046,0,112.291,
91,0,4141.54,4158.46,4167.18,4232.82,4169.74,4174.36,4175.38,4170.77,4224.1,4162.05,4149.74,4217.95,4142.05,4138.97,850,2046,2045,0,112.303,
92,0,4144.62,4156.92,4168.21,4230.77,4166.15,4172.82,4173.85,4175.9,4217.44,4169.23,4155.38,4215.38,4144.62,4142.05,847,2049,2044,0,112.315,
93,0,4151.79,4155.9,4173.33,4228.72,4167.18,4171.28,4176.41,4184.1,4217.95,4174.36,4161.03,4209.23,4152.31,4147.69,550,2048,2045,0,112.327,
94,0,4154.87,4166.67,4172.82,4224.1,4170.77,4171.28,4176.92,4182.56,4221.03,4178.46,4163.59,4206.67,4160.51,4152.31,837,2050,2043,0,112.339,
95,0,4152.82,4166.15,4173.33,4224.62,4171.79,4170.26,4176.41,4171.28,4222.56,4177.44,4162.05,4206.67,4161.03,4153.85,850,2049,2043,0,112.351,
96,0,4153.85,4155.9,4172.31,4227.18,4173.85,4171.28,4179.49,4168.21,4224.62,4172.82,4164.62,4206.15,4153.33,4155.38,847,2050,2040,0,112.364,
97,0,4152.31,4157.95,4172.82,4226.67,4173.85,4174.36,4182.56,4171.28,4228.21,4172.31,4165.13,4205.13,4149.23,4152.31,550,2053,2037,0,112.376,
98,0,4151.28,4166.67,4172.82,4227.18,4171.28,4176.41,4182.05,4173.33,4227.69,4174.36,4160.51,4209.74,4152.31,4151.28,837,2054,2037,0,112.388,
99,0,4154.87,4169.23,4165.13,4228.72,4175.38,4174.36,4178.97,4174.87,4223.59,4175.38,4162.56,4210.26,4156.92,4155.38,850,2056,2038,0,112.4,
100,0,4153.85,4167.69,4167.18,4234.36,4180,4168.72,4175.9,4180,4219.49,4175.9,4169.23,4207.18,4157.95,4153.33,847,2051,2036,0,112.412,
101,0,4153.33,4168.72,4170.26,4232.82,4179.49,4169.23,4179.49,4187.69,4213.33,4183.08,4170.77,4207.18,4163.08,4157.44,550,2052,2035,0,112.424,
102,0,4158.97,4172.82,4171.79,4222.05,4176.92,4178.46,4183.08,4189.23,4215.38,4186.67,4172.82,4202.05,4169.23,4167.69,837,2050,2034,0,112.436,
103,0,4165.13,4173.33,4175.9,4214.87,4180.51,4182.05,4187.18,4190.26,4211.79,4188.21,4182.05,4196.92,4170.26,4168.72,850,2054,2033,0,112.448,
104,0,4156.92,4165.13,4175.38,4220.51,4181.54,4175.9,4189.74,4193.33,4208.72,4189.74,4177.44,4201.03,4165.13,4162.05,847,2051,2031,0,112.46,
105,0,4147.18,4165.13,4178.97,4228.72,4173.85,4175.9,4186.15,4188.21,4218.46,4179.49,4164.1,4207.69,4156.41,4158.97,550,2051,2030,0,112.472,
106,0,4166.15,4190.26,4178.46,4218.46,4180,4178.97,4186.15,4190.26,4216.41,4178.97,4169.74,4206.15,4161.54,4168.72,837,2052,2027,0,112.484,
107,0,4184.1,4204.62,4186.67,4205.13,4186.67,4180,4185.64,4191.79,4213.33,4182.05,4172.31,4197.95,4159.49,4171.79,850,2049,2028,0,112.496,
108,0,4175.9,4194.87,4188.72,4206.15,4184.1,4180.51,4182.05,4182.05,4224.1,4175.38,4162.05,4205.13,4146.67,4159.49,847,2047,2033,0,112.508,
109,0,4171.79,4188.72,4175.9,4217.44,4185.13,4177.95,4186.15,4181.03,4224.62,4171.28,4160,4211.28,4147.69,4157.44,550,2045,2032,0,112.52,
110,0,4170.77,4185.13,4180.51,4220.51,4178.97,4172.82,4185.13,4181.03,4224.1,4164.1,4155.38,4203.59,4146.15,4156.41,837,2044,2030,0,112.532,
111,0,4165.13,4184.62,4173.33,4213.85,4173.33,4170.77,4175.9,4172.82,4235.38,4156.41,4147.18,4212.31,4135.9,4146.15,850,2042,2028,0,112.544,
112,0,4159.49,4182.56,4166.15,4220,4176.41,4172.31,4174.87,4172.82,4240.51,4156.41,4149.74,4216.92,4131.79,4144.1,847,2039,2026,0,112.556,
113,0,4158.46,4176.92,4178.97,4225.13,4177.95,4173.33,4182.05,4180,4232.31,4160,4151.79,4209.74,4135.9,4149.23,550,2036,2024,0,112.568,
114,0,4161.54,4180,4175.9,4213.33,4175.9,4172.31,4184.62,4177.95,4229.74,4158.46,4148.72,4212.31,4135.38,4145.64,837,2037,2022,0,112.581,
115,0,4163.59,4182.05,4170.26,4215.38,4175.9,4168.21,4176.41,4169.23,4236.41,4152.31,4143.08,4215.38,4132.31,4139.49,850,2039,2021,0,112.593,
116,0,4161.54,4178.97,4175.38,4229.23,4178.97,4169.23,4170.77,4173.85,4231.79,4161.54,4147.18,4211.28,4137.95,4147.18,847,2040,2019,0,112.605,
117,0,4163.08,4179.49,4183.08,4224.62,4179.49,4173.33,4178.46,4183.08,4222.05,4174.87,4154.36,4206.15,4141.03,4152.82,550,2040,2022,0,112.617,
118,0,4166.67,4184.62,4182.05,4209.74,4177.44,4172.31,4181.54,4183.08,4223.59,4170.77,4152.82,4209.74,4136.41,4148.21,837,2041,2023,0,112.629,
119,0,4160,4184.62,4171.28,4211.79,4172.82,4171.79,4174.87,4173.85,4233.33,4158.46,4148.21,4213.33,4131.79,4142.05,850,2042,2024,0,112.641,
120,0,4148.21,4172.31,4171.79,4228.21,4166.15,4172.31,4170.77,4163.08,4243.08,4148.72,4144.1,4212.31,4125.13,4134.87,847,2041,2024,0,112.653,
121,0,4147.18,4168.21,4173.85,4233.33,4167.69,4169.23,4173.85,4164.1,4246.67,4144.1,4140.51,4213.33,4121.03,4133.33,550,2046,2030,0,112.665,
122,0,4157.95,4177.95,4173.33,4223.59,4175.38,4174.87,4182.05,4174.36,4241.54,4151.28,4142.05,4210.26,4126.15,4138.46,837,2046,2031,0,112.677,
123,0,4168.72,4186.15,4182.56,4213.33,4181.54,4185.13,4190.77,4180.51,4231.28,4164.1,4152.82,4207.18,4134.36,4144.62,850,2044,2032,0,112.689,
124,0,4163.08,4183.08,4182.05,4213.85,4181.54,4180.51,4191.28,4182.05,4227.18,4164.1,4157.95,4209.23,4134.36,4143.08,847,2046,2032,0,112.701,
125,0,4149.74,4174.87,4175.9,4225.64,4172.31,4173.33,4182.56,4180,4231.79,4155.38,4148.21,4210.77,4124.62,4134.36,550,2044,2037,0,112.713,
126,0,4149.74,4177.44,4178.46,4225.13,4169.74,4177.95,4183.08,4177.44,4234.36,4155.9,4147.18,4210.77,4124.62,4134.36,837,2046,2037,0,112.725,
127,0,4162.05,4189.23,4181.03,4210.77,4176.41,4183.08,4186.67,4178.97,4228.72,4163.59,4156.92,4210.77,4133.33,4144.62,850,2051,2037,0,112.737,
128,0,4169.74,4193.85,4184.1,4213.33,4178.46,4180,4185.64,4185.13,4220,4170.77,4160,4208.72,4138.46,4148.72,847,2050,2038,0,112.749,
0,0,4168.72,4185.64,4184.1,4226.67,4181.03,4180.51,4185.13,4187.69,4216.41,4173.85,4158.97,4204.62,4144.62,4149.74,580,2051,2041,0,112.749,
1,0,4169.23,4183.59,4179.49,4218.46,4185.13,4187.18,4183.08,4184.62,4218.97,4175.38,4166.67,4203.59,4152.31,4154.36,830,2051,2042,0,112.761,
2,0,4174.36,4189.23,4182.56,4203.08,4180,4184.62,4182.56,4180,4225.64,4171.28,4173.85,4203.59,4151.79,4154.87,840,2049,2042,0,112.773,
3,0,4169.74,4189.23,4184.62,4210.26,4176.92,4178.97,4187.69,4177.95,4233.33,4165.64,4169.23,4204.1,4147.69,4150.26,844,2051,2042,0,112.785,
4,0,4164.1,4183.08,4183.59,4218.97,4182.56,4181.03,4185.64,4176.92,4234.87,4163.59,4165.64,4207.18,4147.69,4147.69,883,2051,2041,0,112.798,
5,0,4163.08,4177.44,4180.51,4214.36,4181.03,4179.49,4174.87,4174.87,4231.28,4164.1,4166.67,4209.23,4143.08,4146.15,603,2050,2041,0,112.81,
6,0,4160,4176.92,4174.36,4219.49,4173.85,4173.85,4170.77,4175.38,4228.21,4164.62,4166.15,4208.21,4143.08,4146.15,794,2048,2043,0,112.822,
7,0,4157.95,4176.41,4174.36,4230.77,4173.33,4173.85,4173.85,4178.46,4228.72,4167.69,4167.18,4209.23,4148.72,4146.15,816,2048,2044,0,112.834,
8,0,4166.67,4177.95,4177.44,4225.13,4176.41,4181.54,4176.92,4181.54,4224.62,4177.44,4169.74,4207.69,4151.28,4148.72,791,2048,2044,0,112.846,
9,0,4170.77,4181.54,4180,4214.36,4174.87,4181.03,4182.05,4182.05,4220.51,4181.03,4169.74,4204.62,4149.74,4151.28,870,2049,2042,0,112.858,
10,0,4161.54,4180.51,4173.33,4215.38,4174.36,4173.33,4185.13,4180.51,4222.05,4176.92,4166.67,4209.23,4148.21,4144.1,837,2049,2042,0,112.87,
11,0,4157.44,4177.95,4167.69,4220.51,4178.97,4175.9,4185.13,4180,4224.62,4174.36,4168.21,4210.77,4151.79,4140.51,850,2050,2042,0,112.882,
12,0,4166.15,4180.51,4173.33,4218.46,4185.13,4184.1,4187.69,4186.15,4222.56,4180.51,4175.38,4207.69,4160.51,4154.36,847,2051,2042,0,112.894,
13,0,4165.64,4183.08,4171.79,4219.49,4183.59,4182.05,4190.77,4188.72,4220,4184.1,4175.38,4210.26,4163.59,4157.95,549,2052,2038,0,112.906,
14,0,4152.31,4175.38,4169.23,4226.15,4174.36,4175.9,4183.08,4176.92,4227.69,4174.36,4167.18,4212.82,4156.92,4148.72,837,2051,2038,0,112.918,
15,0,4153.33,4171.79,4168.21,4224.1,4174.87,4176.41,4177.44,4170.26,4233.33,4168.72,4166.67,4210.26,4156.92,4152.31,850,2049,2038,0,112.93,
16,0,4163.08,4177.44,4171.28,4218.46,4182.56,4181.54,4183.08,4182.05,4223.59,4175.9,4178.97,4205.13,4163.08,4157.95,0,2050,2038,0,112.942,
17,0,4162.56,4185.64,4176.41,4218.97,4184.62,4183.08,4184.62,4185.64,4217.95,4183.59,4181.54,4209.23,4164.62,4154.87,0,2049,2038,0,112.954,
18,0,4154.87,4183.08,4172.31,4225.13,4181.03,4179.49,4177.95,4172.31,4228.21,4180,4173.33,4215.38,4162.56,4151.79,0,2050,2036,0,112.966,
19,0,4158.46,4177.95,4176.41,4223.59,4180.51,4178.97,4179.49,4171.79,4229.74,4173.85,4169.74,4207.69,4159.49,4151.79,0,2050,2037,0,112.978,
20,0,4172.31,4188.21,4181.54,4212.31,4189.23,4184.62,4189.74,4187.18,4215.9,4181.54,4177.44,4197.95,4164.1,4156.41,0,2051,2038,0,112.99,
21,0,4171.28,4186.67,4176.41,4211.79,4191.79,4181.54,4188.21,4187.69,4215.38,4186.67,4181.54,4200.51,4165.64,4157.44,0,2053,2037,0,113.002,
22,0,4156.92,4168.21,4170.77,4223.08,4180,4171.79,4181.03,4180.51,4223.08,4181.03,4176.41,4212.31,4159.49,4147.18,0,2053,2031,0,113.015,
23,0,4150.77,4162.56,4165.64,4232.31,4174.87,4171.79,4185.13,4187.18,4218.46,4177.95,4170.77,4214.87,4157.44,4144.1,0,2053,2031,0,113.027,
24,0,4155.38,4167.69,4170.77,4232.82,4178.46,4177.95,4187.18,4185.64,4221.03,4176.41,4167.18,4208.72,4158.46,4151.79,0,2052,2033,0,113.039,
25,0,4155.38,4171.28,4167.18,4230.26,4177.44,4178.46,4185.13,4176.41,4232.31,4173.85,4169.23,4214.36,4159.49,4153.85,0,2054,2032,0,113.051,
26,0,4151.28,4170.26,4159.49,4233.33,4175.38,4174.36,4185.64,4175.38,4234.87,4168.72,4170.26,4219.49,4156.92,4149.74,0,2054,2030,0,113.063,
27,0,4152.31,4167.69,4163.59,4234.87,4177.44,4170.26,4179.49,4174.87,4236.41,4161.54,4162.05,4218.97,4155.9,4145.13,0,2054,2030,0,113.075,
28,0,4154.36,4166.67,4161.03,4233.33,4176.92,4170.26,4172.31,4169.74,4242.56,4160.51,4161.54,4222.05,4155.38,4146.15,0,2056,2028,0,113.087,
14,0,4178.46,4188.72,4159.49,4227.69,4170.77,4169.23,4164.62,4160.51,4246.67,4155.38,4150.26,4229.23,4138.46,4148.21,837,2064,2037,0,114.461,
15,0,4172.31,4188.72,4163.08,4230.26,4170.77,4170.26,4172.31,4157.44,4247.18,4155.38,4153.33,4229.23,4143.59,4148.72,850,2067,2037,0,114.473,
16,0,4177.44,4194.36,4167.69,4223.59,4176.92,4171.79,4172.82,4159.49,4238.97,4163.59,4155.38,4226.15,4155.9,4150.77,0,2069,2037,0,114.485,
17,0,4185.13,4195.38,4170.77,4222.05,4179.49,4172.82,4170.26,4167.18,4232.31,4167.18,4150.77,4224.1,4159.49,4153.85,0,2069,2039,0,114.497,
18,0,4181.54,4194.36,4168.21,4225.64,4176.41,4171.79,4173.33,4174.87,4230.77,4168.21,4150.77,4228.72,4157.44,4156.41,0,2071,2041,0,114.509,
19,0,4180,4197.95,4168.21,4223.08,4174.87,4171.79,4179.49,4178.46,4228.72,4168.21,4153.33,4226.67,4156.41,4154.87,0,2070,2043,0,114.521,
20,0,4187.18,4200,4170.26,4217.95,4177.44,4168.21,4174.87,4178.46,4225.64,4169.23,4153.33,4225.64,4158.46,4153.85,0,2073,2043,0,114.534,
21,0,4186.67,4191.28,4165.13,4220.51,4178.97,4169.74,4167.69,4173.33,4230.26,4169.74,4159.49,4225.64,4162.56,4155.38,0,2078,2039,0,114.546,
22,0,4176.92,4186.15,4165.64,4225.13,4177.44,4177.44,4170.77,4170.26,4236.41,4165.64,4161.54,4223.08,4160.51,4156.41,0,2078,2040,0,114.558,
23,0,4171.79,4188.21,4163.59,4227.69,4178.46,4175.9,4174.36,4172.82,4234.87,4164.62,4157.44,4223.59,4156.92,4155.38,0,2080,2041,0,114.57,
24,0,4173.85,4183.59,4163.59,4229.23,4181.03,4171.28,4177.95,4171.79,4233.85,4168.72,4161.03,4223.08,4161.03,4154.36,0,2079,2042,0,114.582,
25,0,4182.05,4185.13,4169.23,4224.62,4181.54,4173.85,4183.08,4171.28,4230.77,4175.38,4166.67,4218.46,4171.28,4159.49,0,2080,2040,0,114.594,
26,0,4178.97,4187.69,4166.67,4227.69,4173.85,4175.38,4182.56,4174.36,4227.18,4177.95,4165.13,4220,4170.77,4158.97,0,2082,2043,0,114.606,
27,0,4170.26,4175.9,4164.62,4237.44,4164.62,4170.77,4180,4177.44,4229.23,4174.36,4158.46,4221.03,4160.51,4152.31,0,2084,2042,0,114.618,
28,0,4178.46,4175.38,4164.62,4230.26,4168.72,4167.69,4184.62,4185.64,4223.08,4180.51,4164.1,4213.85,4165.13,4160,0,2083,2042,0,114.63,
29,0,4187.69,4187.69,4168.21,4221.03,4176.92,4176.41,4187.18,4191.79,4216.92,4190.77,4172.82,4208.21,4175.9,4171.28,0,2085,2040,0,114.642,
30,0,4186.15,4192.82,4171.28,4222.05,4183.59,4183.08,4188.72,4202.56,4213.33,4193.33,4175.38,4214.87,4179.49,4172.82,0,2086,2041,0,114.654,
