IED_COUNTER, IED_INTERPOLATED, IED_AF3, IED_F7, IED_F3, IED_FC5, IED_T7, IED_P7, IED_O1, IED_O2, IED_P8, IED_T8, IED_FC6, IED_F4, IED_F8, IED_AF4, IED_RAW_CQ, IED_GYROX, IED_GYROY, IED_MARKER, IED_TIMESTAMP,
67,0,4202.05,4195.38,4175.38,4214.36,4188.21,4183.08,4174.36,4192.31,4215.9,4179.49,4171.79,4204.1,4171.79,4198.97,845,2039,2020,0,40.2111,
68,0,4202.05,4193.85,4175.38,4214.87,4187.18,4178.46,4171.79,4184.62,4220,4177.44,4167.69,4202.56,4166.67,4191.79,870,2039,2019,0,40.2393,
69,0,4201.54,4189.74,4174.36,4215.38,4187.69,4173.85,4171.28,4176.41,4227.69,4173.33,4160,4205.13,4164.1,4188.72,588,2039,2019,0,40.2675,
70,0,4190.77,4183.59,4176.41,4220,4181.03,4176.92,4174.36,4172.82,4237.44,4164.1,4150.77,4207.18,4158.46,4182.05,800,2040,2018,0,40.2957,
71,0,4186.15,4186.15,4172.31,4216.41,4176.41,4178.97,4178.97,4180.51,4231.79,4165.64,4155.9,4209.23,4157.95,4181.03,810,2040,2015,0,40.3239,
72,0,4190.26,4186.67,4170.77,4216.92,4178.46,4180,4181.03,4185.64,4222.56,4170.26,4164.62,4208.72,4163.08,4183.08,788,2042,2017,0,40.352,
73,0,4187.69,4178.97,4175.9,4226.15,4178.97,4180,4177.44,4174.87,4231.28,4163.08,4158.97,4209.74,4161.54,4176.41,866,2043,2017,0,40.3802,
74,0,4182.56,4178.46,4172.82,4227.18,4178.46,4177.95,4175.9,4168.21,4238.46,4156.41,4157.44,4210.26,4159.49,4173.85,835,2044,2019,0,40.4084,
75,0,4183.08,4180,4173.33,4222.56,4179.49,4178.46,4180.51,4175.38,4232.82,4163.08,4162.56,4208.72,4163.08,4178.97,849,2044,2020,0,40.4366,
76,0,4187.69,4181.54,4175.9,4221.03,4185.13,4184.62,4187.18,4182.05,4225.13,4173.85,4162.56,4209.74,4167.69,4181.54,845,2046,2021,0,40.4648,
77,0,4193.85,4189.23,4176.41,4218.97,4188.72,4187.69,4187.69,4182.05,4223.59,4170.77,4162.05,4206.67,4166.15,4181.03,534,2046,2022,0,40.493,
78,0,4192.31,4192.82,4175.38,4218.97,4186.67,4185.13,4187.69,4182.56,4226.67,4164.62,4164.1,4206.67,4163.08,4181.03,835,2046,2027,0,40.5212,
79,0,4186.15,4186.67,4171.28,4222.05,4181.54,4181.03,4189.74,4181.03,4225.64,4167.69,4167.18,4209.23,4168.72,4182.05,849,2047,2027,0,40.5493,
80,0,4192.82,4183.59,4179.49,4220.51,4177.95,4179.49,4186.67,4181.03,4223.08,4170.77,4172.31,4205.13,4174.87,4186.67,845,2047,2031,0,40.5775,
81,0,4202.56,4190.77,4185.64,4214.36,4181.54,4183.59,4187.69,4188.21,4219.49,4170.77,4175.38,4204.62,4174.87,4192.31,534,2050,2033,0,40.6057,
82,0,4201.03,4195.38,4185.64,4214.87,4185.13,4185.64,4187.69,4188.21,4217.95,4174.87,4173.33,4202.56,4172.82,4190.77,835,2049,2035,0,40.6339,
83,0,4193.85,4191.28,4188.72,4216.41,4180.51,4181.03,4175.9,4180.51,4224.62,4177.95,4172.31,4200,4172.31,4187.69,849,2049,2040,0,40.6621,
84,0,4194.87,4190.77,4184.1,4216.41,4177.44,4183.59,4172.82,4178.97,4228.21,4173.85,4173.33,4205.13,4171.79,4189.74,845,2050,2044,0,40.6903,
85,0,4196.41,4192.31,4184.1,4216.41,4181.03,4188.21,4180.51,4181.54,4224.62,4170.77,4172.31,4203.59,4171.79,4193.33,534,2052,2044,0,40.7184,
86,0,4194.36,4191.79,4188.72,4217.44,4185.64,4185.13,4177.95,4185.64,4221.03,4173.85,4172.82,4198.97,4173.33,4191.79,835,2049,2046,0,40.7466,
87,0,4191.79,4189.23,4185.13,4218.46,4183.59,4184.1,4171.79,4186.15,4225.13,4172.82,4171.79,4200.51,4170.26,4186.67,849,2045,2053,0,40.7748,
88,0,4188.72,4181.03,4183.59,4224.62,4172.82,4183.08,4169.23,4178.46,4234.36,4162.05,4163.59,4205.13,4164.1,4180,845,2042,2051,0,40.803,
89,0,4185.64,4174.87,4178.46,4228.21,4168.72,4177.95,4169.23,4169.74,4241.03,4157.95,4158.97,4209.23,4161.03,4175.9,534,2046,2057,0,40.8312,
90,0,4180,4174.87,4174.36,4227.69,4173.33,4180,4172.82,4167.18,4243.08,4162.56,4159.49,4209.74,4161.03,4172.31,835,2045,2057,0,40.8594,
91,0,4177.95,4176.41,4174.36,4228.72,4175.9,4183.08,4175.38,4167.69,4243.08,4162.56,4160.51,4211.28,4167.69,4172.82,849,2044,2057,0,40.8876,
92,0,4181.03,4176.41,4174.87,4226.67,4176.41,4180.51,4168.21,4166.67,4242.56,4161.03,4163.08,4209.74,4176.92,4177.95,845,2042,2056,0,40.9157,
93,0,4186.15,4182.56,4181.03,4223.08,4178.46,4181.03,4165.13,4166.67,4236.92,4167.18,4170.77,4203.59,4179.49,4185.13,534,2041,2055,0,40.9439,
94,0,4190.26,4193.85,4181.54,4221.03,4179.49,4182.05,4171.28,4174.36,4227.69,4173.85,4175.9,4202.56,4175.9,4189.23,835,2039,2056,0,40.9721,
95,0,4186.15,4194.87,4177.95,4221.03,4178.97,4178.97,4169.74,4182.05,4226.15,4175.9,4171.79,4206.15,4175.9,4183.59,849,2035,2054,0,41.0003,
96,0,4188.72,4193.85,4177.95,4216.92,4186.67,4179.49,4167.18,4183.59,4221.03,4184.62,4175.38,4205.64,4186.15,4185.64,845,2035,2055,0,41.0285,
97,0,4196.92,4196.41,4180.51,4215.38,4190.77,4185.13,4175.9,4185.13,4215.38,4190.77,4186.67,4194.87,4190.26,4197.95,534,2037,2057,0,41.0567,
98,0,4195.38,4191.79,4187.18,4220.51,4178.97,4184.1,4177.95,4183.59,4221.54,4181.54,4183.08,4194.87,4180.51,4198.46,835,2036,2056,0,41.0848,
99,0,4195.9,4190.26,4181.03,4216.41,4176.41,4179.49,4174.36,4177.95,4226.67,4178.46,4175.38,4205.13,4179.49,4190.77,849,2036,2056,0,41.113,
100,0,4197.95,4191.79,4177.44,4215.9,4178.97,4181.54,4176.41,4172.31,4227.69,4178.97,4173.33,4205.13,4179.49,4187.69,845,2032,2055,0,41.1412,
101,0,4193.33,4185.64,4182.05,4225.13,4172.31,4179.49,4178.46,4167.69,4233.85,4169.23,4167.69,4208.72,4169.74,4184.62,534,2031,2055,0,41.1694,
102,0,4187.69,4174.87,4177.44,4228.72,4170.26,4175.9,4172.31,4167.18,4240,4161.03,4165.64,4212.82,4169.74,4178.97,835,2027,2053,0,41.1976,
103,0,4190.26,4179.49,4179.49,4224.62,4173.85,4178.46,4166.67,4169.74,4237.44,4164.1,4170.77,4206.67,4178.46,4181.03,849,2025,2050,0,41.2258,
104,0,4196.92,4190.26,4184.1,4219.49,4175.9,4182.05,4170.77,4177.44,4229.23,4172.82,4175.38,4205.64,4177.95,4188.72,845,2023,2047,0,41.254,
105,0,4195.9,4185.64,4184.1,4221.54,4175.9,4184.62,4171.79,4179.49,4226.15,4175.38,4176.41,4206.67,4175.38,4189.23,534,2023,2047,0,41.2821,
106,0,4193.85,4182.05,4186.15,4223.59,4173.33,4181.03,4168.21,4174.87,4229.23,4174.87,4181.03,4201.54,4182.56,4192.82,835,2022,2044,0,41.3103,
107,0,4196.92,4185.13,4185.13,4220.51,4173.33,4174.87,4171.79,4177.95,4228.72,4180,4184.62,4198.46,4185.64,4201.54,849,2017,2043,0,41.3385,
108,0,4194.87,4183.59,4183.08,4219.49,4174.87,4176.41,4173.85,4178.97,4226.15,4184.62,4182.56,4202.05,4183.08,4196.92,845,2017,2039,0,41.3667,
109,0,4188.21,4186.15,4181.54,4222.05,4176.92,4180,4171.79,4175.9,4224.1,4185.13,4182.56,4205.64,4186.67,4190.77,534,2017,2036,0,41.3949,
110,0,4189.74,4193.85,4177.95,4222.56,4176.92,4177.44,4175.9,4176.41,4225.64,4182.05,4182.05,4204.1,4187.69,4191.28,835,2017,2034,0,41.4231,
111,0,4197.44,4193.33,4179.49,4216.41,4177.95,4172.82,4174.87,4176.41,4227.69,4181.03,4178.46,4199.49,4183.08,4192.82,849,2017,2031,0,41.4512,
112,0,4197.44,4190.77,4185.13,4215.38,4178.97,4174.36,4163.59,4174.87,4223.59,4183.59,4179.49,4198.46,4182.05,4193.85,845,2017,2030,0,41.4794,
113,0,4194.36,4191.28,4186.67,4217.44,4180,4175.9,4162.05,4176.92,4222.05,4181.03,4179.49,4198.46,4183.08,4193.33,534,2016,2028,0,41.5076,
114,0,4195.38,4191.28,4184.62,4215.38,4178.97,4173.33,4165.64,4172.31,4229.23,4174.36,4174.36,4200,4182.05,4189.74,835,2015,2025,0,41.5358,
101,0,4202.56,4193.33,4187.69,4206.67,4196.92,4186.67,4181.03,4184.62,4218.97,4186.67,4193.33,4195.9,4200,4196.92,520,2053,2041,0,44.777,
102,0,4202.56,4191.79,4184.62,4211.79,4191.28,4178.97,4172.31,4184.62,4213.85,4190.77,4189.23,4196.92,4197.44,4195.38,835,2052,2042,0,44.8052,
103,0,4199.49,4190.26,4184.62,4212.82,4183.59,4178.46,4177.44,4181.03,4214.36,4191.28,4186.67,4193.85,4194.36,4190.77,849,2049,2039,0,44.8334,
104,0,4202.05,4189.23,4191.79,4211.79,4182.56,4179.49,4183.08,4185.64,4214.87,4191.79,4189.23,4192.31,4196.41,4191.28,845,2048,2039,0,44.8616,
105,0,4204.1,4184.1,4192.31,4215.9,4183.59,4175.38,4179.49,4189.23,4214.87,4194.36,4193.33,4191.79,4198.97,4193.85,520,2044,2035,0,44.8898,
106,0,4197.44,4178.46,4189.74,4220.51,4178.46,4173.33,4176.92,4181.03,4219.49,4188.21,4189.74,4194.36,4191.79,4187.69,835,2044,2034,0,44.9179,
107,0,4188.21,4173.85,4180,4224.1,4175.38,4175.9,4182.05,4175.9,4228.21,4178.97,4176.92,4201.54,4178.46,4175.9,849,2042,2030,0,44.9461,
108,0,4174.87,4162.56,4171.79,4234.87,4171.79,4172.82,4184.62,4174.87,4236.41,4172.31,4165.64,4207.18,4167.18,4163.59,845,2043,2027,0,44.9743,
109,0,4166.15,4156.92,4172.31,4238.46,4170.77,4168.72,4181.03,4172.82,4237.95,4170.26,4167.69,4210.26,4166.15,4158.46,520,2040,2028,0,45.0025,
110,0,4173.33,4163.59,4172.82,4227.69,4176.92,4173.85,4179.49,4173.33,4231.28,4174.36,4168.72,4209.23,4172.82,4160.51,835,2039,2025,0,45.0307,
111,0,4181.54,4171.28,4178.97,4223.08,4180.51,4176.92,4181.54,4176.41,4224.62,4176.41,4166.67,4204.62,4176.41,4168.72,849,2039,2020,0,45.0589,
112,0,4177.95,4174.87,4175.38,4226.67,4180,4171.28,4178.97,4177.44,4228.21,4176.41,4172.31,4206.15,4175.38,4174.87,845,2038,2020,0,45.0871,
113,0,4177.44,4171.79,4166.15,4229.74,4177.44,4169.74,4170.26,4170.77,4236.41,4172.82,4168.21,4209.23,4171.79,4170.77,520,2035,2019,0,45.1152,
114,0,4185.64,4172.31,4174.87,4227.69,4176.41,4172.82,4166.67,4167.18,4235.38,4171.79,4167.69,4206.15,4175.9,4172.82,835,2035,2018,0,45.1434,
115,0,4186.67,4178.97,4184.1,4221.54,4177.95,4173.33,4169.23,4177.44,4229.74,4177.44,4182.05,4201.03,4182.56,4182.05,849,2036,2016,0,45.1716,
116,0,4184.1,4175.38,4177.44,4223.59,4177.95,4172.82,4172.82,4182.05,4233.85,4180.51,4183.59,4203.59,4185.13,4187.18,845,2033,2015,0,45.1998,
117,0,4187.18,4166.15,4172.82,4227.69,4174.36,4176.92,4179.49,4178.46,4234.87,4180.51,4175.9,4208.21,4187.18,4186.67,520,2032,2015,0,45.228,
118,0,4185.64,4165.64,4176.41,4225.64,4175.9,4180.51,4185.13,4179.49,4229.74,4181.03,4181.54,4205.64,4186.15,4184.62,835,2034,2015,0,45.2562,
119,0,4180.51,4165.64,4177.95,4224.62,4180,4176.92,4184.1,4180.51,4231.28,4180,4182.05,4208.72,4180,4179.49,849,2033,2013,0,45.2843,
120,0,4178.97,4167.18,4174.87,4228.21,4181.03,4178.46,4185.13,4178.46,4229.74,4180,4173.33,4213.33,4176.92,4175.9,845,2035,2013,0,45.3125,
121,0,4182.56,4175.9,4180,4222.05,4185.64,4185.64,4189.74,4185.13,4221.54,4186.67,4180,4207.18,4181.03,4177.95,520,2034,2014,0,45.3407,
122,0,4188.21,4180,4183.08,4212.31,4191.79,4182.56,4191.79,4193.85,4218.97,4193.33,4191.28,4203.08,4188.72,4179.49,835,2034,2012,0,45.3689,
123,0,4188.21,4179.49,4180.51,4217.44,4192.82,4177.44,4190.77,4187.18,4224.1,4187.69,4185.13,4203.08,4189.74,4179.49,849,2036,2011,0,45.3971,
124,0,4182.56,4182.56,4181.54,4219.49,4193.85,4180.51,4186.67,4180.51,4227.18,4184.62,4179.49,4202.56,4187.69,4178.97,845,2036,2014,0,45.4253,
125,0,4180.51,4181.03,4179.49,4215.38,4196.41,4184.62,4185.64,4190.26,4222.56,4188.21,4184.1,4203.59,4186.15,4175.38,520,2037,2014,0,45.4535,
126,0,4178.46,4174.87,4177.95,4218.46,4193.33,4182.56,4186.67,4195.9,4218.97,4190.77,4183.59,4206.15,4184.1,4172.31,835,2039,2018,0,45.4816,
127,0,4171.28,4174.87,4176.41,4220.51,4192.82,4181.03,4189.23,4192.31,4221.54,4189.74,4175.9,4209.23,4180,4170.77,849,2039,2018,0,45.5098,
128,0,4169.74,4176.41,4175.38,4218.97,4195.9,4181.03,4192.82,4192.82,4225.13,4185.13,4173.85,4208.21,4175.9,4169.74,845,2040,2021,0,45.538,
0,0,4178.46,4176.92,4181.54,4217.44,4191.79,4179.49,4193.85,4192.31,4223.59,4183.08,4179.49,4203.59,4180,4175.38,565,2040,2024,0,45.538,
4,0,4203.08,4186.15,4192.82,4215.38,4186.67,4183.08,4194.36,4192.31,4213.85,4196.92,4198.97,4191.79,4207.18,4213.33,878,2045,2036,0,45.647,
5,0,4200,4181.54,4194.87,4220.51,4180.51,4184.62,4195.38,4195.9,4218.97,4196.41,4197.95,4190.26,4202.05,4214.87,588,2046,2039,0,45.6716,
6,0,4202.05,4173.33,4186.67,4227.69,4182.05,4183.59,4191.28,4194.87,4221.03,4191.28,4193.85,4192.82,4191.79,4208.72,786,2046,2043,0,45.6961,
7,0,4195.38,4170.26,4181.03,4230.26,4187.18,4185.64,4191.79,4189.23,4221.03,4187.18,4182.56,4193.85,4184.62,4196.92,802,2046,2047,0,45.7207,
8,0,4181.54,4173.33,4180,4229.74,4186.15,4186.67,4198.46,4189.74,4222.56,4180,4172.31,4201.03,4177.95,4185.13,790,2044,2048,0,45.7453,
9,0,4177.95,4170.26,4175.9,4228.21,4180.51,4181.54,4191.28,4187.69,4228.21,4173.85,4172.82,4206.67,4175.38,4178.97,866,2042,2049,0,45.7698,
10,0,4183.59,4165.64,4177.95,4228.21,4177.95,4175.38,4174.87,4171.79,4238.46,4172.31,4177.44,4204.1,4177.44,4182.56,835,2045,2050,0,45.7944,
11,0,4189.23,4174.87,4178.46,4223.08,4183.59,4175.9,4173.85,4166.15,4242.05,4175.9,4181.03,4202.05,4184.1,4190.26,849,2045,2052,0,45.819,
12,0,4193.85,4183.59,4184.62,4216.92,4187.18,4182.05,4182.05,4173.85,4236.41,4179.49,4181.03,4196.92,4184.62,4191.79,845,2046,2053,0,45.8435,
13,0,4194.87,4180.51,4191.79,4217.95,4187.18,4180,4185.13,4177.95,4231.28,4181.03,4182.05,4194.87,4184.1,4191.28,524,2047,2052,0,45.8681,
14,0,4187.69,4176.92,4181.03,4222.05,4185.64,4174.36,4185.13,4179.49,4231.28,4178.97,4181.54,4200,4183.08,4187.69,835,2047,2057,0,45.8926,
15,0,4178.97,4173.85,4174.87,4227.18,4180.51,4180,4192.82,4186.67,4231.28,4176.41,4174.87,4203.59,4175.38,4178.46,849,2048,2058,0,45.9172,
16,0,4175.9,4172.82,4175.38,4228.21,4183.08,4189.23,4205.13,4201.03,4220,4181.54,4173.33,4206.15,4170.77,4172.82,0,2049,2061,0,45.9418,
17,0,4171.79,4171.28,4176.41,4229.23,4186.67,4189.74,4206.15,4206.15,4214.36,4182.05,4171.79,4205.64,4168.72,4168.21,0,2051,2059,0,45.9663,
18,0,4165.64,4166.67,4173.33,4231.79,4180,4184.62,4195.9,4192.31,4224.1,4174.36,4166.15,4207.69,4165.13,4165.13,0,2050,2060,0,45.9909,
19,0,4169.74,4164.62,4168.72,4233.85,4175.38,4184.1,4188.21,4180,4228.21,4175.9,4169.74,4207.69,4168.72,4172.82,0,2050,2063,0,46.0154,
20,0,4179.49,4166.15,4181.54,4229.74,4179.49,4186.67,4187.18,4178.46,4223.08,4186.15,4182.56,4199.49,4181.54,4182.56,0,2049,2064,0,46.04,
21,0,4188.21,4176.41,4186.67,4220.51,4185.64,4182.56,4187.69,4176.92,4221.03,4196.41,4192.82,4194.36,4193.85,4192.31,0,2050,2063,0,46.0646,
22,0,4189.23,4178.46,4181.03,4221.54,4182.56,4178.46,4185.64,4177.44,4225.64,4194.87,4190.77,4193.33,4194.36,4195.9,0,2049,2065,0,46.0891,
23,0,4184.62,4172.31,4182.05,4228.72,4177.95,4178.97,4181.03,4180.51,4228.21,4189.23,4186.67,4196.92,4188.21,4190.26,0,2049,2062,0,46.1137,
24,0,4186.15,4174.36,4182.05,4225.64,4183.59,4177.44,4178.97,4179.49,4222.05,4194.87,4185.64,4197.44,4187.18,4188.72,0,2050,2057,0,46.1383,
25,0,4194.36,4184.1,4190.26,4217.44,4190.26,4171.79,4178.97,4177.95,4217.95,4198.46,4184.1,4190.77,4189.74,4194.36,0,2049,2056,0,46.1628,
26,0,4204.1,4189.23,4191.79,4211.79,4191.79,4168.72,4180,4182.56,4219.49,4191.79,4187.69,4191.28,4190.26,4197.44,0,2044,2054,0,46.1874,
27,0,4206.15,4184.62,4189.23,4210.77,4187.18,4171.79,4184.62,4185.64,4223.08,4181.03,4186.15,4190.77,4183.08,4197.95,0,2042,2052,0,46.2119,
28,0,4201.03,4181.03,4195.9,4210.77,4185.64,4178.97,4195.38,4191.28,4224.62,4176.41,4178.97,4190.26,4178.46,4197.44,0,2040,2049,0,46.2365,
29,0,4195.9,4182.05,4192.82,4212.82,4188.72,4186.15,4207.18,4200.51,4222.56,4178.46,4178.46,4195.9,4181.03,4191.28,0,2044,2046,0,46.2611,
30,0,4191.28,4179.49,4184.62,4219.49,4187.18,4186.67,4202.05,4196.92,4219.49,4177.95,4176.92,4197.44,4175.38,4181.03,0,2043,2046,0,46.2856,
31,0,4186.15,4173.33,4181.54,4222.05,4187.18,4182.05,4189.74,4192.31,4213.85,4176.41,4172.82,4200,4170.26,4180,0,2042,2042,0,46.3102,
32,0,4181.54,4169.74,4183.59,4221.03,4186.67,4182.56,4188.72,4193.85,4215.9,4175.9,4176.41,4202.56,4172.82,4180.51,0,2042,2041,0,46.3348,
33,0,4178.46,4167.18,4186.15,4224.62,4177.95,4180.51,4185.64,4188.72,4222.05,4178.46,4178.97,4201.54,4174.36,4178.97,0,2042,2040,0,46.3593,
34,0,4181.03,4168.72,4182.56,4226.67,4176.92,4173.33,4175.9,4178.97,4222.05,4184.1,4180,4198.46,4178.46,4187.18,0,2040,2036,0,46.3839,
35,0,4187.18,4174.36,4188.21,4223.59,4181.54,4166.15,4166.67,4171.79,4225.13,4187.69,4185.64,4195.38,4189.74,4196.41,0,2039,2032,0,46.4084,
36,0,4191.28,4175.9,4191.79,4222.56,4177.44,4166.67,4167.18,4169.74,4230.77,4187.18,4190.26,4194.87,4193.33,4194.36,0,2038,2031,0,46.433,
37,0,4188.21,4176.41,4188.21,4223.08,4174.87,4170.77,4174.36,4174.87,4229.23,4182.05,4186.15,4192.31,4183.08,4192.31,0,2033,2028,0,46.4576,
38,0,4186.15,4177.44,4190.77,4225.64,4176.41,4169.74,4177.44,4174.36,4230.77,4176.92,4181.54,4193.85,4182.05,4196.41,0,2033,2029,0,46.4821,
39,0,4189.23,4174.36,4189.23,4225.64,4175.38,4169.23,4177.95,4170.26,4238.46,4173.85,4183.08,4195.9,4190.26,4200.51,0,2028,2025,0,46.5067,
40,0,4188.72,4170.26,4191.28,4224.1,4171.79,4170.26,4180.51,4173.33,4239.49,4165.64,4180.51,4193.85,4186.15,4197.95,0,2027,2026,0,46.5312,
41,0,4187.69,4170.77,4191.79,4225.13,4172.82,4167.18,4188.21,4181.54,4232.31,4162.56,4175.38,4196.41,4177.44,4193.33,0,2026,2027,0,46.5558,
42,0,4189.23,4172.82,4187.18,4228.21,4176.41,4169.74,4191.28,4182.05,4227.18,4170.77,4176.41,4196.41,4177.95,4193.85,0,2026,2027,0,46.5804,
43,0,4188.72,4176.92,4194.87,4221.03,4182.05,4177.44,4186.67,4181.03,4225.13,4178.97,4183.08,4193.85,4185.13,4198.46,0,2027,2024,0,46.6049,
44,0,4190.26,4188.21,4196.41,4210.77,4190.26,4178.97,4184.62,4186.67,4217.95,4183.59,4187.69,4193.85,4188.21,4201.03,0,2028,2025,0,46.6295,
45,0,4190.26,4184.62,4191.28,4220,4187.18,4177.95,4182.05,4185.13,4218.46,4184.62,4182.05,4192.82,4184.62,4193.85,0,2030,2020,0,46.6541,
46,0,4186.67,4173.85,4189.74,4228.21,4181.03,4178.97,4180,4183.08,4224.62,4184.1,4176.41,4196.41,4182.05,4189.23,0,2029,2019,0,46.6786,
47,0,4184.62,4176.92,4189.23,4221.54,4181.03,4179.49,4180.51,4184.1,4225.13,4183.59,4180.51,4200,4184.62,4190.26,0,2032,2018,0,46.7032,
48,0,4185.64,4178.46,4192.31,4218.97,4181.54,4181.03,4183.59,4184.1,4220.51,4182.56,4187.18,4196.92,4183.08,4189.23,0,2031,2017,0,46.7277,
49,0,4185.64,4170.77,4190.26,4222.56,4182.56,4180.51,4188.21,4190.26,4221.54,4179.49,4186.15,4196.92,4177.44,4188.21,0,2032,2015,0,46.7523,
50,0,4176.92,4158.97,4186.67,4228.72,4176.92,4176.41,4184.62,4183.08,4234.87,4168.21,4172.82,4204.62,4170.77,4180,0,2034,2014,0,46.7769,
51,0,4171.79,4157.44,4182.05,4231.79,4171.28,4172.31,4177.95,4168.21,4240,4165.64,4168.21,4212.31,4170.26,4172.31,0,2034,2013,0,46.8014,
52,0,4172.31,4165.64,4176.92,4227.18,4177.44,4175.9,4180.51,4172.82,4232.82,4173.33,4173.85,4212.31,4175.9,4169.74,0,2039,2011,0,46.826,
53,0,4168.72,4168.72,4178.97,4224.1,4183.08,4182.05,4186.15,4178.46,4236.92,4169.23,4171.79,4209.23,4172.82,4164.1,0,2041,2012,0,46.8506,
54,0,4167.18,4166.67,4177.95,4229.23,4183.08,4178.97,4182.05,4172.31,4240.51,4165.13,4167.69,4211.28,4168.72,4162.56,0,2042,2012,0,46.8751,
55,0,4171.79,4165.64,4183.08,4229.23,4180,4175.9,4178.46,4174.36,4232.82,4171.79,4172.82,4205.64,4174.87,4168.72,0,2044,2010,0,46.8997,
56,0,4175.38,4171.28,4187.69,4223.59,4177.95,4180.51,4183.08,4181.54,4226.15,4175.9,4179.49,4201.03,4181.03,4175.9,0,2046,2011,0,46.9242,
57,0,4172.31,4171.28,4181.03,4228.21,4177.44,4183.08,4188.21,4183.59,4223.59,4177.95,4181.54,4204.1,4181.54,4178.46,0,2049,2010,0,46.9488,
58,0,4167.69,4161.54,4187.18,4233.85,4174.87,4181.03,4190.77,4190.77,4220,4181.54,4182.05,4202.05,4181.54,4177.44,0,2048,2011,0,46.9734,
59,0,4170.77,4162.05,4192.31,4228.72,4173.85,4182.05,4189.74,4195.9,4217.44,4183.59,4184.1,4203.08,4183.59,4180,0,2049,2009,0,46.9979,
60,0,4173.85,4167.18,4186.67,4227.69,4174.87,4182.56,4185.13,4185.13,4223.59,4180,4182.56,4203.08,4181.03,4181.03,0,2050,2010,0,47.0225,
61,0,4172.82,4165.64,4185.64,4230.77,4173.85,4179.49,4183.08,4181.03,4227.18,4178.97,4182.56,4202.56,4182.05,4176.41,0,2049,2013,0,47.047,
62,0,4172.82,4165.64,4188.21,4230.77,4174.36,4184.62,4189.23,4193.33,4222.56,4183.08,4184.62,4201.54,4185.64,4177.95,0,2050,2013,0,47.0716,
63,0,4172.31,4165.64,4189.74,4231.28,4173.85,4186.67,4190.77,4195.9,4222.56,4182.05,4184.1,4197.44,4183.59,4180.51,0,2048,2017,0,47.0962,
64,0,4170.77,4162.05,4185.13,4230.77,4174.36,4181.03,4185.64,4188.21,4227.69,4180,4185.64,4201.03,4186.67,4177.44,565,2048,2019,0,47.1207,
65,0,4170.26,4161.54,4184.1,4231.79,4170.77,4180.51,4183.08,4187.18,4227.69,4181.03,4186.67,4203.59,4188.21,4174.87,829,2048,2021,0,47.1453,
66,0,4167.69,4160.51,4184.1,4236.92,4163.08,4176.92,4178.97,4188.72,4227.18,4177.95,4178.46,4207.69,4178.46,4173.85,837,2051,2025,0,47.1699,
67,0,4162.05,4157.95,4176.41,4241.03,4162.56,4169.23,4173.33,4180.51,4234.36,4170.77,4174.87,4212.31,4173.33,4164.1,845,2050,2027,0,47.1944,
68,0,4165.13,4160.51,4182.05,4234.87,4165.64,4168.21,4169.74,4166.67,4243.59,4169.74,4182.05,4206.15,4181.03,4164.1,877,2051,2031,0,47.219,
69,0,4172.82,4165.64,4186.15,4227.69,4164.62,4169.74,4165.64,4163.08,4244.62,4173.33,4182.05,4202.05,4181.03,4173.33,588,2050,2029,0,47.2435,
70,0,4169.23,4162.56,4181.54,4232.82,4161.03,4173.33,4164.1,4164.1,4243.59,4167.18,4170.77,4204.62,4164.62,4164.62,789,2051,2033,0,47.2681,
71,0,4166.67,4165.13,4187.69,4236.41,4166.15,4179.49,4167.69,4166.15,4243.08,4166.67,4174.87,4205.64,4172.31,4167.18,806,2048,2040,0,47.2927,
72,0,4173.33,4171.79,4189.23,4229.23,4170.77,4181.54,4174.87,4174.87,4234.87,4183.08,4197.44,4197.44,4206.15,4192.82,790,2048,2040,0,47.3172,
73,0,4172.31,4163.08,4189.23,4232.82,4165.64,4182.56,4176.92,4181.03,4228.21,4195.38,4205.64,4190.26,4220,4201.03,866,2048,2041,0,47.3418,
74,0,4169.74,4154.36,4190.77,4240,4166.67,4180.51,4176.41,4184.62,4223.59,4203.08,4207.18,4195.9,4225.13,4198.97,835,2044,2045,0,47.3663,
75,0,4176.41,4155.9,4189.74,4234.36,4171.79,4174.87,4175.38,4193.33,4213.33,4213.33,4222.05,4194.36,4249.23,4213.33,849,2043,2048,0,47.3909,
76,0,4177.95,4153.33,4190.26,4232.82,4170.26,4176.92,4174.36,4195.38,4204.1,4218.97,4235.9,4185.64,4268.72,4225.64,845,2044,2051,0,47.4155,
77,0,4174.36,4143.08,4188.72,4238.97,4169.74,4182.05,4173.85,4194.87,4203.08,4222.56,4239.49,4184.1,4267.69,4224.1,529,2047,2056,0,47.44,
78,0,4169.23,4132.31,4189.74,4242.56,4166.15,4180,4175.38,4194.36,4209.23,4220.51,4233.33,4186.15,4259.49,4217.95,835,2047,2059,0,47.4646,
79,0,4162.05,4128.21,4187.69,4244.1,4161.54,4173.33,4183.08,4189.74,4212.82,4211.79,4224.62,4192.31,4254.36,4211.79,849,2050,2058,0,47.4892,
80,0,4160.51,4129.23,4182.56,4247.69,4163.08,4174.87,4187.69,4194.36,4210.77,4210.77,4223.08,4195.38,4248.21,4209.23,845,2051,2058,0,47.5137,
81,0,4162.05,4126.67,4186.15,4249.23,4165.13,4177.44,4186.67,4201.54,4208.21,4215.9,4225.13,4193.85,4244.62,4207.69,529,2051,2058,0,47.5383,
